캐릭터,파티,무기,성유물 이름
kokomi,beidou(6) / fischl(6) / gaming(6) / kokomi(6) / nahida(6) / nilou(6) / rosaria(6) / shenhe(6) / xingqiu(6) / yelan(6) / amber(5) / ganyu(5) / mona(5) / raiden(5) / sucrose(5) / venti(5) / bennett(4) / collei(4) / diluc(4) / kaeya(4) / kukishinobu(4) / thoma(4) / xiangling(4) / yoimiya(4) / alhaitham(3) / chiori(3) / diona(3) / escoffier(3) / furina(3) / hutao(3) / ineffa(3) / layla(3) / lisa(3) / lynette(3) / navia(3) / sara(3) / yaemiko(3) / albedo(2) / aloy(2) / arlecchino(2) / ayato(2) / baizhu(2) / barbara(2) / candace(2) / chevreuse(2) / chongyun(2) / citlali(2) / cyno(2) / dori(2) / faruzan(2) / freminet(2) / gorou(2) / heizou(2) / itto(2) / kaveh(2) / lanyan(2) / lauma(2) / lyney(2) / neuvillette(2) / ororon(2) / qiqi(2) / skirk(2) / tartaglia(2) / tighnari(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xiao(2) / xilonen(2) / yunjin(2) / zhongli(2) / ayaka(1) / charlotte(1) / chasca(1) / clorinde(1) / dahlia(1) / dehya(1) / emilie(1) / eula(1) / flins(1) / jean(1) / kazuha(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / mavuika(1) / mika(1) / mualani(1) / ningguang(1) / noelle(1) / razor(1) / sayu(1) / sethos(1) / sigewinne(1) / varesa(1) / xinyan(1) / yanfei(1) / yaoyao(1),everlastingmoonglow(5) / thrillingtalesofdragonslayers(5) / prototypeamber(4) / sacrificialfragments(4) / athousandfloatingdreams(3) / hakushinring(3) / aquasimulacra(2) / calamityqueller(2) / engulfinglightning(2) / favoniussword(2) / freedomsworn(2) / hunterspath(2) / mistsplitterreforged(2) / sacrificialsword(2) / staffofhoma(2) / thecatch(2) / thunderingpulse(2) / amenomakageuchi(1) / ashgravendrinkinghorn(1) / crescentpike(1) / deathmatch(1) / elegyfortheend(1) / endoftheline(1) / etherlightspindlelute(1) / fadingtwilight(1) / favoniuscodex(1) / favoniuslance(1) / favoniuswarbow(1) / fruitoffulfillment(1) / harangeppakufutsu(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / keyofkhajnisut(1) / kingssquire(1) / lostprayertothesacredwinds(1) / magicguide(1) / primordialjadecutter(1) / prototypearchaic(1) / prototyperancour(1) / rust(1) / serpentspine(1) / skywardblade(1) / skywardharp(1) / skywardpride(1) / skywardspine(1) / solarpearl(1) / staffofthescarletsands(1) / thestringless(1) / verdict(1),oceanhuedclam(6) / tenacityofthemillelith(5) / deepwoodmemories(4) / gildeddreams(4) / viridescentvenerer(4) / blizzardstrayer(3) / crimsonwitchofflames(2) / emblemofseveredfate(2) / flowerofparadiselost(2) / noblesseoblige(2) / thunderingfury(2) / goldentroupe(1) / heartofdepth(1) / instructor(1) / maidenbeloved(1) / scrolloftheheroofcindercity(1) / songofdayspast(1) / wandererstroupe(1)
kukishinobu,kukishinobu(9) / gaming(6) / raiden(6) / wanderer(6) / heizou(5) / shenhe(5) / xiangling(5) / yelan(5) / albedo(4) / barbara(4) / beidou(4) / bennett(4) / collei(4) / eula(4) / gorou(4) / noelle(4) / rosaria(4) / sara(4) / venti(4) / xingqiu(4) / amber(3) / chongyun(3) / cyno(3) / diluc(3) / diona(3) / dori(3) / fischl(3) / furina(3) / ganyu(3) / hutao(3) / jean(3) / kaeya(3) / keqing(3) / klee(3) / lisa(3) / mona(3) / nahida(3) / navia(3) / ningguang(3) / qiqi(3) / razor(3) / sayu(3) / sucrose(3) / thoma(3) / tighnari(3) / xiao(3) / xinyan(3) / yaemiko(3) / yanfei(3) / yoimiya(3) / yunjin(3) / zhongli(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayato(2) / baizhu(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / clorinde(2) / dehya(2) / emilie(2) / faruzan(2) / freminet(2) / itto(2) / kaveh(2) / kazuha(2) / kinich(2) / kirara(2) / kokomi(2) / layla(2) / lynette(2) / lyney(2) / mika(2) / mualani(2) / neuvillette(2) / nilou(2) / sethos(2) / sigewinne(2) / wriothesley(2) / xianyun(2) / xilonen(2) / yaoyao(2) / ayaka(1) / chasca(1) / citlali(1) / dahlia(1) / escoffier(1) / flins(1) / ineffa(1) / lanyan(1) / lauma(1) / mavuika(1) / ororon(1) / skirk(1) / tartaglia(1) / varesa(1),freedomsworn(8) / ironsting(7) / favoniussword(4) / festeringdesire(3) / primordialjadecutter(3) / deathmatch(2) / lionsroar(2) / sapwoodblade(2) / thealleyflash(2) / theblackspoon(2) / xiphosmoonlight(2) / aquasimulacra(1) / aquilafavonia(1) / athousandfloatingdreams(1) / cinnabarspindle(1) / darkironsword(1) / engulfinglightning(1) / favoniuslance(1) / favoniuswarbow(1) / harangeppakufutsu(1) / harbingerofdawn(1) / keyofkhajnisut(1) / mistsplitterreforged(1) / moonpiercer(1) / redhornstonethresher(1) / sacrificialsword(1) / serpentspine(1) / skywardharp(1) / skywardpride(1) / slingshot(1) / solarpearl(1) / staffofthescarletsands(1) / thecatch(1) / thedockhandsassistant(1) / thestringless(1) / whiteblind(1),tenacityofthemillelith(5) / oceanhuedclam(4) / gildeddreams(3) / noblesseoblige(3) / thunderingfury(3) / deepwoodmemories(2) / emblemofseveredfate(2) / maidenbeloved(2) / archaicpetra(1) / flowerofparadiselost(1) / huskofopulentdreams(1) / instructor(1) / paleflame(1) / theexile(1) / thundersoother(1) / wandererstroupe(1)
lanyan,lanyan(10) / arlecchino(8) / neuvillette(8) / bennett(7) / furina(7) / clorinde(6) / fischl(6) / ororon(6) / xilonen(6) / yelan(6) / faruzan(5) / nahida(5) / xiangling(5) / xianyun(5) / xingqiu(5) / amber(4) / citlali(4) / hutao(4) / keqing(4) / lyney(4) / mualani(4) / albedo(3) / baizhu(3) / beidou(3) / candace(3) / chiori(3) / collei(3) / gaming(3) / ganyu(3) / klee(3) / lisa(3) / lynette(3) / mavuika(3) / mona(3) / rosaria(3) / sethos(3) / shenhe(3) / sigewinne(3) / venti(3) / wanderer(3) / wriothesley(3) / xiao(3) / yaemiko(3) / yaoyao(3) / yoimiya(3) / yunjin(3) / zhongli(3) / alhaitham(2) / aloy(2) / ayaka(2) / ayato(2) / barbara(2) / charlotte(2) / chasca(2) / chevreuse(2) / chongyun(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / emilie(2) / escoffier(2) / eula(2) / flins(2) / freminet(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / kaeya(2) / kaveh(2) / kazuha(2) / kinich(2) / kirara(2) / kokomi(2) / kukishinobu(2) / lauma(2) / layla(2) / mika(2) / navia(2) / nilou(2) / ningguang(2) / noelle(2) / qiqi(2) / raiden(2) / razor(2) / sara(2) / sayu(2) / skirk(2) / sucrose(2) / thoma(2) / tighnari(2) / varesa(2) / xinyan(2) / yanfei(2),thrillingtalesofdragonslayers(6) / favoniuscodex(4) / hakushinring(3) / prototypeamber(3) / sacrificialfragments(3) / cranesechoingcall(2) / crimsonmoonssemblance(2) / elegyfortheend(2) / lostprayertothesacredwinds(2) / splendoroftranquilwaters(2) / wanderingevenstar(2) / absolution(1) / aquilafavonia(1) / athousandblazingsuns(1) / athousandfloatingdreams(1) / balladofthefjords(1) / engulfinglightning(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / flowingpurity(1) / keyofkhajnisut(1) / mistsplitterreforged(1) / peakpatrolsong(1) / serpentspine(1) / thealleyflash(1) / theblackspoon(1) / thewidsith(1) / tomeoftheeternalflow(1) / urakumisugiri(1),viridescentvenerer(7) / goldentroupe(4) / scrolloftheheroofcindercity(3) / emblemofseveredfate(2) / fragmentofharmonicwhimsy(2) / noblesseoblige(2) / tenacityofthemillelith(2) / deepwoodmemories(1) / gildeddreams(1) / huskofopulentdreams(1) / instructor(1) / marechausseehunter(1) / obsidiancodex(1)
lauma,lauma(10) / nilou(8) / nahida(7) / xingqiu(7) / alhaitham(6) / baizhu(6) / furina(6) / ineffa(6) / yaoyao(6) / gaming(5) / neuvillette(5) / yelan(5) / amber(4) / barbara(4) / collei(4) / kukishinobu(4) / raiden(4) / thoma(4) / xiangling(4) / dehya(3) / fischl(3) / kirara(3) / kokomi(3) / tighnari(3) / arlecchino(2) / ayato(2) / beidou(2) / candace(2) / citlali(2) / clorinde(2) / cyno(2) / dori(2) / emilie(2) / escoffier(2) / kaveh(2) / keqing(2) / kinich(2) / mavuika(2) / ororon(2) / razor(2) / sethos(2) / sigewinne(2) / sucrose(2) / wanderer(2) / xilonen(2) / yaemiko(2) / albedo(1) / aloy(1) / ayaka(1) / bennett(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / dahlia(1) / diluc(1) / diona(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / itto(1) / jean(1) / kaeya(1) / kazuha(1) / klee(1) / lanyan(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mona(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / qiqi(1) / rosaria(1) / sara(1) / sayu(1) / shenhe(1) / skirk(1) / varesa(1) / venti(1) / wriothesley(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1) / zhongli(1),athousandfloatingdreams(6) / etherlightspindlelute(6) / favoniuscodex(4) / prototypeamber(3) / rust(2) / sacrificialfragments(2) / splendoroftranquilwaters(2) / tomeoftheeternalflow(2) / aquasimulacra(1) / dragonsbane(1) / engulfinglightning(1) / favoniusgreatsword(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / fracturedhalo(1) / fruitoffulfillment(1) / keyofkhajnisut(1) / lightoffoliarincision(1) / peakpatrolsong(1) / polarstar(1) / sacrificialsword(1) / thewidsith(1) / thrillingtalesofdragonslayers(1) / wanderingevenstar(1) / xiphosmoonlight(1),deepwoodmemories(8) / gildeddreams(7) / silkenmoonsserenade(5) / flowerofparadiselost(2) / goldentroupe(2) / marechausseehunter(2) / emblemofseveredfate(1) / nightoftheskysunveiling(1) / nymphsdream(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / vourukashasglow(1) / wandererstroupe(1)
layla,layla(10) / gaming(7) / ganyu(7) / shenhe(6) / xiangling(6) / xingqiu(6) / yelan(6) / venti(5) / ayaka(4) / bennett(4) / diona(4) / escoffier(4) / faruzan(4) / fischl(4) / furina(4) / hutao(4) / mona(4) / skirk(4) / wanderer(4) / xianyun(4) / yoimiya(4) / albedo(3) / amber(3) / ayato(3) / beidou(3) / candace(3) / diluc(3) / dori(3) / eula(3) / freminet(3) / kaeya(3) / kaveh(3) / kazuha(3) / klee(3) / kokomi(3) / kukishinobu(3) / lisa(3) / nahida(3) / neuvillette(3) / qiqi(3) / raiden(3) / razor(3) / rosaria(3) / sara(3) / sucrose(3) / wriothesley(3) / xiao(3) / yaemiko(3) / yanfei(3) / yunjin(3) / zhongli(3) / alhaitham(2) / aloy(2) / arlecchino(2) / baizhu(2) / barbara(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / emilie(2) / flins(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / keqing(2) / kinich(2) / kirara(2) / lanyan(2) / lauma(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mualani(2) / navia(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / sayu(2) / sethos(2) / sigewinne(2) / tartaglia(2) / thoma(2) / tighnari(2) / varesa(2) / xilonen(2) / xinyan(2) / yaoyao(2) / mizuki(1),keyofkhajnisut(5) / primordialjadecutter(5) / favoniussword(3) / freedomsworn(3) / harbingerofdawn(3) / mistsplitterreforged(3) / rust(3) / sacrificialsword(3) / thunderingpulse(3) / amenomakageuchi(2) / aquasimulacra(2) / calamityqueller(2) / engulfinglightning(2) / favoniuswarbow(2) / hamayumi(2) / oathsworneye(2) / serpentspine(2) / thecatch(2) / amosbow(1) / aquilafavonia(1) / cranesechoingcall(1) / elegyfortheend(1) / hunterspath(1) / staffofhoma(1) / thedockhandsassistant(1) / thrillingtalesofdragonslayers(1) / wavebreakersfin(1) / wolfsgravestone(1),tenacityofthemillelith(7) / blizzardstrayer(5) / noblesseoblige(5) / emblemofseveredfate(4) / crimsonwitchofflames(3) / shimenawasreminiscence(2) / songofdayspast(2) / echoesofanoffering(1) / gladiatorsfinale(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / viridescentvenerer(1) / vourukashasglow(1) / wandererstroupe(1)
lisa,lisa(10) / fischl(7) / beidou(6) / bennett(5) / eula(5) / raiden(5) / xingqiu(5) / zhongli(5) / diluc(4) / kokomi(4) / nahida(4) / rosaria(4) / sara(4) / yelan(4) / chevreuse(3) / cyno(3) / gaming(3) / kazuha(3) / keqing(3) / kukishinobu(3) / sucrose(3) / venti(3) / albedo(2) / alhaitham(2) / amber(2) / barbara(2) / candace(2) / collei(2) / furina(2) / lauma(2) / ororon(2) / razor(2) / tighnari(2) / xiangling(2) / xianyun(2) / xilonen(2) / xinyan(2) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / charlotte(1) / chasca(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / thoma(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiao(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),skywardatlas(6) / thrillingtalesofdragonslayers(5) / engulfinglightning(4) / mappamare(4) / sacrificialfragments(4) / athousandfloatingdreams(3) / blacktassel(3) / everlastingmoonglow(3) / favoniuslance(3) / favoniussword(3) / freedomsworn(3) / ironsting(3) / serpentspine(3) / skywardblade(3) / skywardharp(3) / skywardspine(3) / songofbrokenpines(3) / staffofhoma(3) / thecatch(3) / thestringless(3) / thewidsith(3) / favoniuscodex(2) / hakushinring(2) / kagurasverity(2) / wolfsgravestone(2) / athousandblazingsuns(1) / blackcliffagate(1) / cashflowsupervision(1) / dawningfrost(1) / elegyfortheend(1) / etherlightspindlelute(1) / flowingpurity(1) / fruitoffulfillment(1) / lostprayertothesacredwinds(1) / magicguide(1) / peakpatrolsong(1) / prototypeamber(1) / rust(1) / solarpearl(1) / tomeoftheeternalflow(1) / vividnotions(1) / wanderingevenstar(1),thunderingfury(7) / noblesseoblige(6) / emblemofseveredfate(5) / oceanhuedclam(4) / tenacityofthemillelith(4) / viridescentvenerer(4) / blizzardstrayer(3) / crimsonwitchofflames(3) / deepwoodmemories(3) / gildeddreams(3) / paleflame(3) / goldentroupe(2) / instructor(2) / scrolloftheheroofcindercity(2) / thundersoother(2) / flowerofparadiselost(1) / marechausseehunter(1)
lynette,lynette(10) / bennett(8) / xiangling(8) / raiden(6) / tartaglia(6) / yelan(6) / fischl(5) / gaming(5) / hutao(5) / lyney(5) / nahida(5) / sara(5) / wanderer(5) / xingqiu(5) / zhongli(5) / amber(4) / beidou(4) / faruzan(4) / kokomi(4) / rosaria(4) / shenhe(4) / yaemiko(4) / arlecchino(3) / ayaka(3) / furina(3) / ganyu(3) / kirara(3) / kukishinobu(3) / neuvillette(3) / sucrose(3) / xianyun(3) / xiao(3) / albedo(2) / aloy(2) / ayato(2) / baizhu(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / collei(2) / cyno(2) / diluc(2) / dori(2) / freminet(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / layla(2) / mavuika(2) / mona(2) / navia(2) / nilou(2) / qiqi(2) / thoma(2) / tighnari(2) / venti(2) / wriothesley(2) / yaoyao(2) / yunjin(2) / alhaitham(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / clorinde(1) / dahlia(1) / dehya(1) / diona(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / kaeya(1) / kaveh(1) / kazuha(1) / keqing(1) / kinich(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / mika(1) / mizuki(1) / mualani(1) / ningguang(1) / noelle(1) / ororon(1) / razor(1) / sayu(1) / sethos(1) / sigewinne(1) / skirk(1) / varesa(1) / xilonen(1) / xinyan(1) / yanfei(1) / yoimiya(1),favoniussword(6) / rust(5) / amenomakageuchi(4) / engulfinglightning(4) / freedomsworn(4) / sapwoodblade(4) / skywardblade(4) / aquasimulacra(3) / aquilafavonia(3) / fleuvecendreferryman(3) / mistsplitterreforged(3) / polarstar(3) / sacrificialsword(3) / skywardharp(3) / thecatch(3) / thrillingtalesofdragonslayers(3) / athousandfloatingdreams(2) / blacktassel(2) / calamityqueller(2) / deathmatch(2) / everlastingmoonglow(2) / favoniuslance(2) / festeringdesire(2) / harangeppakufutsu(2) / ironsting(2) / keyofkhajnisut(2) / skywardspine(2) / solarpearl(2) / staffofhoma(2) / thestringless(2) / thewidsith(2) / xiphosmoonlight(2) / absolution(1) / crescentpike(1) / endoftheline(1) / fadingtwilight(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / lightoffoliarincision(1) / primordialjadecutter(1) / prototypearchaic(1) / prototyperancour(1) / splendoroftranquilwaters(1) / theblackspoon(1) / thunderingpulse(1) / urakumisugiri(1) / verdict(1) / wavebreakersfin(1),viridescentvenerer(7) / emblemofseveredfate(6) / noblesseoblige(6) / gildeddreams(4) / marechausseehunter(4) / deepwoodmemories(3) / heartofdepth(3) / blizzardstrayer(2) / crimsonwitchofflames(2) / tenacityofthemillelith(2) / gladiatorsfinale(1) / instructor(1) / scholar(1) / thunderingfury(1) / vourukashasglow(1) / wandererstroupe(1)
lyney,lyney(10) / bennett(7) / xiangling(7) / dehya(6) / gaming(4) / lynette(4) / zhongli(4) / layla(3) / sucrose(3) / wanderer(3) / yanfei(3) / yoimiya(3) / albedo(2) / amber(2) / arlecchino(2) / baizhu(2) / diona(2) / escoffier(2) / ganyu(2) / kazuha(2) / keqing(2) / kirara(2) / klee(2) / kokomi(2) / nahida(2) / nilou(2) / skirk(2) / venti(2) / xingqiu(2) / xinyan(2) / yelan(2) / alhaitham(1) / aloy(1) / ayaka(1) / ayato(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / fischl(1) / flins(1) / freminet(1) / furina(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / kinich(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / mavuika(1) / mika(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / thoma(1) / tighnari(1) / varesa(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / yaemiko(1) / yaoyao(1) / yunjin(1),aquasimulacra(4) / prototypecrescent(4) / thunderingpulse(4) / aquilafavonia(3) / favoniusgreatsword(3) / freedomsworn(3) / skywardharp(3) / engulfinglightning(2) / favoniussword(2) / ironsting(2) / thecatch(2) / blackcliffwarbow(1) / favoniuscodex(1) / peakpatrolsong(1) / polarstar(1) / prototypeamber(1) / splendoroftranquilwaters(1) / theviridescenthunt(1) / thrillingtalesofdragonslayers(1),marechausseehunter(6) / viridescentvenerer(6) / lavawalker(4) / noblesseoblige(3) / tenacityofthemillelith(3) / crimsonwitchofflames(2) / emblemofseveredfate(2) / vermillionhereafter(2) / archaicpetra(1) / desertpavilionchronicle(1) / goldentroupe(1) / retracingbolide(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1)
mavuika,mavuika(9) / citlali(7) / furina(7) / mualani(7) / xilonen(7) / bennett(6) / emilie(6) / kinich(6) / ororon(6) / chevreuse(5) / chasca(4) / clorinde(4) / gaming(4) / varesa(4) / albedo(3) / baizhu(3) / diona(3) / escoffier(3) / fischl(3) / ganyu(3) / lanyan(3) / lauma(3) / nahida(3) / navia(3) / neuvillette(3) / rosaria(3) / sucrose(3) / thoma(3) / venti(3) / wriothesley(3) / xiangling(3) / xingqiu(3) / yelan(3) / arlecchino(2) / beidou(2) / candace(2) / chiori(2) / cyno(2) / dehya(2) / diluc(2) / faruzan(2) / hutao(2) / jean(2) / kaeya(2) / kazuha(2) / keqing(2) / kirara(2) / layla(2) / lynette(2) / lyney(2) / mika(2) / mona(2) / raiden(2) / sayu(2) / sethos(2) / wanderer(2) / xianyun(2) / xiao(2) / xinyan(2) / yaemiko(2) / yaoyao(2) / zhongli(2) / alhaitham(1) / aloy(1) / amber(1) / ayaka(1) / ayato(1) / barbara(1) / charlotte(1) / chongyun(1) / collei(1) / dahlia(1) / dori(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / kaveh(1) / klee(1) / kokomi(1) / kukishinobu(1) / lisa(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sara(1) / shenhe(1) / sigewinne(1) / skirk(1) / tighnari(1) / yanfei(1) / yoimiya(1) / yunjin(1),athousandblazingsuns(5) / serpentspine(3) / beaconofthereedsea(2) / fangofthemountainking(2) / peakpatrolsong(2) / verdict(2) / absolution(1) / akuoumaru(1) / aquilafavonia(1) / astralvulturescrimsonplumage(1) / athousandfloatingdreams(1) / blackcliffslasher(1) / deathmatch(1) / earthshaker(1) / elegyfortheend(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / finaleofthedeep(1) / flowerwreathedfeathers(1) / mailedflower(1) / makhairaaquamarine(1) / mistsplitterreforged(1) / rainslasher(1) / redhornstonethresher(1) / rust(1) / sacrificialfragments(1) / splendoroftranquilwaters(1) / staffofhoma(1) / thealleyflash(1) / theblackspoon(1) / theunforged(1) / thewidsith(1) / vividnotions(1),instructor(4) / obsidiancodex(4) / goldentroupe(3) / scrolloftheheroofcindercity(3) / archaicpetra(2) / deepwoodmemories(2) / marechausseehunter(2) / noblesseoblige(2) / songofdayspast(2) / tenacityofthemillelith(2) / finaleofthedeepgalleries(1) / fragmentofharmonicwhimsy(1) / gildeddreams(1) / longnightsoath(1) / unfinishedreverie(1)
mika,mika(10) / eula(6) / rosaria(5) / wanderer(5) / bennett(4) / diona(4) / furina(4) / gaming(4) / nahida(4) / yunjin(4) / zhongli(4) / faruzan(3) / fischl(3) / jean(3) / kaeya(3) / keqing(3) / kukishinobu(3) / layla(3) / lisa(3) / razor(3) / sayu(3) / shenhe(3) / xingqiu(3) / yaemiko(3) / yelan(3) / yoimiya(3) / albedo(2) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / candace(2) / chevreuse(2) / chiori(2) / chongyun(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / dori(2) / freminet(2) / ganyu(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kaveh(2) / kirara(2) / lynette(2) / lyney(2) / mona(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / qiqi(2) / raiden(2) / sara(2) / sucrose(2) / thoma(2) / tighnari(2) / wriothesley(2) / xianyun(2) / xiao(2) / xinyan(2) / yanfei(2) / yaoyao(2) / ayaka(1) / charlotte(1) / chasca(1) / citlali(1) / clorinde(1) / dahlia(1) / emilie(1) / escoffier(1) / flins(1) / ineffa(1) / kazuha(1) / kinich(1) / klee(1) / kokomi(1) / lanyan(1) / lauma(1) / mavuika(1) / mualani(1) / ororon(1) / sethos(1) / sigewinne(1) / skirk(1) / tartaglia(1) / varesa(1) / venti(1) / xiangling(1) / xilonen(1),blacktassel(7) / favoniuslance(7) / engulfinglightning(5) / prototypestarglitter(4) / dialoguesofthedesertsages(3) / skywardspine(3) / crescentpike(2) / deathmatch(2) / staffofhoma(2) / thecatch(2) / aquasimulacra(1) / athousandfloatingdreams(1) / cashflowsupervision(1) / cinnabarspindle(1) / endoftheline(1) / fadingtwilight(1) / favoniussword(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / oathsworneye(1) / peakpatrolsong(1) / prototypearchaic(1) / serpentspine(1) / skywardblade(1) / solarpearl(1) / songofbrokenpines(1) / thewidsith(1) / thunderingpulse(1) / verdict(1),noblesseoblige(7) / oceanhuedclam(6) / maidenbeloved(3) / theexile(3) / paleflame(2) / songofdayspast(2) / archaicpetra(1) / blizzardstrayer(1) / deepwoodmemories(1) / desertpavilionchronicle(1) / emblemofseveredfate(1) / goldentroupe(1) / huskofopulentdreams(1) / marechausseehunter(1) / tenacityofthemillelith(1) / thunderingfury(1) / viridescentvenerer(1)
