캐릭터,파티,무기,성유물 이름
hutao,hutao(10) / zhongli(9) / xingqiu(8) / yelan(7) / albedo(6) / bennett(6) / diona(6) / gaming(6) / kazuha(6) / thoma(6) / amber(5) / sucrose(5) / ayaka(4) / furina(4) / rosaria(4) / xiangling(4) / xilonen(4) / yoimiya(4) / baizhu(3) / barbara(3) / chiori(3) / chongyun(3) / faruzan(3) / fischl(3) / ganyu(3) / jean(3) / kaeya(3) / kaveh(3) / keqing(3) / layla(3) / mona(3) / noelle(3) / qiqi(3) / sara(3) / wanderer(3) / xianyun(3) / xiao(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayato(2) / beidou(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / dori(2) / emilie(2) / escoffier(2) / eula(2) / flins(2) / freminet(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lauma(2) / lisa(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mizuki(2) / mualani(2) / nahida(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / ororon(2) / raiden(2) / razor(2) / sayu(2) / sethos(2) / shenhe(2) / sigewinne(2) / skirk(2) / tighnari(2) / varesa(2) / venti(2) / wriothesley(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yunjin(2),staffofhoma(7) / deathmatch(6) / blacktassel(5) / favoniuslance(4) / freedomsworn(4) / sacrificialsword(4) / amenomakageuchi(3) / aquasimulacra(3) / dragonsbane(3) / elegyfortheend(3) / ironsting(3) / mistsplitterreforged(3) / primordialjadecutter(3) / rust(3) / staffofthescarletsands(3) / thestringless(3) / thunderingpulse(3) / blackcliffpole(2) / cinnabarspindle(2) / favoniussword(2) / favoniuswarbow(2) / harbingerofdawn(2) / lithicspear(2) / mappamare(2) / primordialjadewingedspear(2) / prototypeamber(2) / prototypestarglitter(2) / sacrificialfragments(2) / skywardblade(2) / skywardspine(2) / thecatch(2) / athousandfloatingdreams(1) / balladofthefjords(1) / keyofkhajnisut(1) / polarstar(1) / sacrificialbow(1) / whitetassel(1),crimsonwitchofflames(7) / tenacityofthemillelith(6) / viridescentvenerer(5) / emblemofseveredfate(4) / noblesseoblige(4) / blizzardstrayer(3) / heartofdepth(3) / shimenawasreminiscence(3) / archaicpetra(2) / gildeddreams(2) / instructor(2) / berserker(1) / deepwoodmemories(1) / gladiatorsfinale(1) / martialartist(1) / wandererstroupe(1)
ineffa,ineffa(10) / furina(9) / xilonen(9) / fischl(8) / xingqiu(8) / yelan(8) / nahida(7) / neuvillette(7) / ororon(7) / sucrose(7) / varesa(7) / alhaitham(6) / gaming(6) / beidou(5) / bennett(5) / chasca(5) / clorinde(5) / flins(5) / kazuha(5) / lauma(5) / arlecchino(4) / ayato(4) / barbara(4) / cyno(4) / dori(4) / heizou(4) / hutao(4) / keqing(4) / lyney(4) / mavuika(4) / navia(4) / raiden(4) / sara(4) / sethos(4) / tighnari(4) / venti(4) / wanderer(4) / xianyun(4) / yoimiya(4) / baizhu(3) / candace(3) / chevreuse(3) / collei(3) / dehya(3) / diluc(3) / faruzan(3) / itto(3) / jean(3) / kaveh(3) / kirara(3) / klee(3) / kokomi(3) / lanyan(3) / lisa(3) / lynette(3) / mizuki(3) / mona(3) / ningguang(3) / noelle(3) / razor(3) / sayu(3) / shenhe(3) / sigewinne(3) / thoma(3) / xiangling(3) / yaemiko(3) / yanfei(3) / yaoyao(3) / zhongli(3) / albedo(2) / aloy(2) / amber(2) / ayaka(2) / charlotte(2) / chiori(2) / chongyun(2) / citlali(2) / dahlia(2) / diona(2) / emilie(2) / escoffier(2) / eula(2) / freminet(2) / ganyu(2) / gorou(2) / kaeya(2) / kinich(2) / kukishinobu(2) / layla(2) / mika(2) / mualani(2) / nilou(2) / qiqi(2) / rosaria(2) / skirk(2) / wriothesley(2) / xiao(2) / xinyan(2) / yunjin(2) / tartaglia(1),fracturedhalo(5) / balladofthefjords(3) / bloodsoakedruins(3) / deathmatch(3) / missivewindspear(3) / rust(3) / staffofhoma(3) / staffofthescarletsands(3) / calamityqueller(2) / elegyfortheend(2) / favoniuslance(2) / kitaincrossspear(2) / wanderingevenstar(2) / absolution(1) / aquasimulacra(1) / aquilafavonia(1) / beaconofthereedsea(1) / cranesechoingcall(1) / crimsonmoonssemblance(1) / dialoguesofthedesertsages(1) / favoniuscodex(1) / favoniussword(1) / favoniuswarbow(1) / fluteofezpitzal(1) / lithicspear(1) / peakpatrolsong(1) / primordialjadewingedspear(1) / sacrificialfragments(1) / sacrificialsword(1) / skywardspine(1) / splendoroftranquilwaters(1) / theblackspoon(1) / thestringless(1) / thewidsith(1) / thunderingpulse(1) / tomeoftheeternalflow(1) / vividnotions(1) / vortexvanquisher(1),deepwoodmemories(5) / tenacityofthemillelith(4) / viridescentvenerer(4) / gildeddreams(3) / scrolloftheheroofcindercity(3) / silkenmoonsserenade(3) / thunderingfury(3) / emblemofseveredfate(2) / fragmentofharmonicwhimsy(2) / goldentroupe(2) / nightoftheskysunveiling(2) / noblesseoblige(2) / flowerofparadiselost(1) / instructor(1) / longnightsoath(1) / marechausseehunter(1) / shimenawasreminiscence(1) / wandererstroupe(1)
itto,itto(10) / albedo(8) / gorou(8) / noelle(7) / zhongli(7) / bennett(6) / chiori(6) / fischl(5) / ningguang(5) / furina(4) / navia(4) / xiangling(4) / xilonen(4) / beidou(3) / diona(3) / jean(3) / kukishinobu(3) / layla(3) / mona(3) / raiden(3) / xianyun(3) / aloy(2) / amber(2) / baizhu(2) / charlotte(2) / dehya(2) / escoffier(2) / gaming(2) / kaeya(2) / kinich(2) / kokomi(2) / mavuika(2) / rosaria(2) / venti(2) / wriothesley(2) / xingqiu(2) / xinyan(2) / yaemiko(2) / yelan(2) / alhaitham(1) / arlecchino(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / chasca(1) / chevreuse(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / heizou(1) / hutao(1) / ineffa(1) / kaveh(1) / kazuha(1) / keqing(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mizuki(1) / mualani(1) / nahida(1) / neuvillette(1) / nilou(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / sucrose(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / xiao(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),redhornstonethresher(6) / favoniuswarbow(5) / serpentspine(5) / skywardpride(4) / whiteblind(4) / blacktassel(3) / cinnabarspindle(3) / thrillingtalesofdragonslayers(3) / verdict(3) / athousandblazingsuns(2) / beaconofthereedsea(2) / engulfinglightning(2) / favoniussword(2) / fleuvecendreferryman(2) / harbingerofdawn(2) / skywardblade(2) / skywardharp(2) / splendoroftranquilwaters(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / urakumisugiri(2) / blackcliffslasher(1) / deathmatch(1) / everlastingmoonglow(1) / fangofthemountainking(1) / favoniuscodex(1) / favoniusgreatsword(1) / freedomsworn(1) / fruitfulhook(1) / prototypeamber(1) / staffofthescarletsands(1) / theunforged(1),huskofopulentdreams(6) / archaicpetra(4) / emblemofseveredfate(4) / noblesseoblige(4) / tenacityofthemillelith(4) / goldentroupe(2) / oceanhuedclam(2) / retracingbolide(2) / thunderingfury(2) / viridescentvenerer(2) / blizzardstrayer(1) / desertpavilionchronicle(1) / maidenbeloved(1) / marechausseehunter(1) / nighttimewhispersintheechoingwoods(1) / songofdayspast(1) / theexile(1)
jean,jean(10) / fischl(8) / raiden(8) / xingqiu(8) / zhongli(8) / bennett(7) / furina(7) / keqing(7) / xiao(7) / beidou(6) / diluc(6) / diona(6) / rosaria(6) / ayato(5) / chongyun(5) / eula(5) / ganyu(5) / kaeya(5) / kokomi(5) / xiangling(5) / amber(4) / hutao(4) / kazuha(4) / neuvillette(4) / shenhe(4) / yelan(4) / yunjin(4) / albedo(3) / arlecchino(3) / ayaka(3) / clorinde(3) / faruzan(3) / gaming(3) / gorou(3) / heizou(3) / klee(3) / lisa(3) / lynette(3) / lyney(3) / mona(3) / noelle(3) / qiqi(3) / sayu(3) / venti(3) / wanderer(3) / xinyan(3) / yaemiko(3) / yanfei(3) / alhaitham(2) / aloy(2) / baizhu(2) / barbara(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / citlali(2) / collei(2) / cyno(2) / dehya(2) / dori(2) / emilie(2) / freminet(2) / itto(2) / kaveh(2) / kinich(2) / kirara(2) / kukishinobu(2) / layla(2) / mavuika(2) / mika(2) / mizuki(2) / mualani(2) / nahida(2) / navia(2) / nilou(2) / ningguang(2) / razor(2) / sara(2) / sethos(2) / sigewinne(2) / sucrose(2) / thoma(2) / tighnari(2) / wriothesley(2) / xianyun(2) / xilonen(2) / yaoyao(2) / yoimiya(2) / chasca(1) / dahlia(1) / escoffier(1) / flins(1) / ineffa(1) / lanyan(1) / lauma(1) / ororon(1) / skirk(1) / tartaglia(1) / varesa(1),favoniussword(5) / skywardblade(5) / fleuvecendreferryman(4) / freedomsworn(4) / harangeppakufutsu(4) / mistsplitterreforged(4) / amenomakageuchi(3) / aquilafavonia(3) / favoniuslance(3) / primordialjadecutter(3) / sacrificialsword(3) / splendoroftranquilwaters(3) / blacktassel(2) / deathmatch(2) / engulfinglightning(2) / everlastingmoonglow(2) / favoniuswarbow(2) / festeringdesire(2) / finaleofthedeep(2) / ironsting(2) / kitaincrossspear(2) / prototypeamber(2) / sacrificialbow(2) / serpentspine(2) / skywardharp(2) / skywardpride(2) / skywardspine(2) / songofbrokenpines(2) / staffofhoma(2) / theblackspoon(2) / thecatch(2) / thestringless(2) / aquasimulacra(1) / athousandblazingsuns(1) / blackclifflongsword(1) / darkironsword(1) / primordialjadewingedspear(1) / rust(1) / sapwoodblade(1) / summitshaper(1) / thealleyflash(1) / theflute(1) / wolfsgravestone(1) / xiphosmoonlight(1),viridescentvenerer(8) / noblesseoblige(7) / emblemofseveredfate(4) / oceanhuedclam(4) / blizzardstrayer(3) / crimsonwitchofflames(3) / gladiatorsfinale(3) / goldentroupe(3) / huskofopulentdreams(3) / maidenbeloved(3) / paleflame(3) / tenacityofthemillelith(3) / thunderingfury(3) / echoesofanoffering(1) / nymphsdream(1) / obsidiancodex(1) / scrolloftheheroofcindercity(1) / songofdayspast(1)
kaeya,kaeya(10) / ayaka(8) / bennett(8) / rosaria(8) / xingqiu(8) / zhongli(8) / diona(7) / hutao(7) / xiangling(7) / chongyun(6) / venti(6) / diluc(5) / fischl(5) / gaming(5) / ganyu(5) / kazuha(5) / kokomi(5) / mona(5) / shenhe(5) / jean(4) / keqing(4) / klee(4) / qiqi(4) / razor(4) / yelan(4) / albedo(3) / amber(3) / ayato(3) / barbara(3) / candace(3) / charlotte(3) / citlali(3) / escoffier(3) / furina(3) / heizou(3) / lanyan(3) / layla(3) / mavuika(3) / mika(3) / nahida(3) / ningguang(3) / noelle(3) / raiden(3) / sara(3) / sayu(3) / skirk(3) / sucrose(3) / wanderer(3) / wriothesley(3) / xiao(3) / xinyan(3) / yanfei(3) / alhaitham(2) / aloy(2) / arlecchino(2) / baizhu(2) / beidou(2) / chasca(2) / chevreuse(2) / chiori(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / dori(2) / emilie(2) / eula(2) / faruzan(2) / flins(2) / freminet(2) / gorou(2) / ineffa(2) / itto(2) / kaveh(2) / kinich(2) / kirara(2) / kukishinobu(2) / lauma(2) / lisa(2) / lynette(2) / lyney(2) / mizuki(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ororon(2) / sethos(2) / sigewinne(2) / thoma(2) / tighnari(2) / varesa(2) / xianyun(2) / xilonen(2) / yaemiko(2) / yaoyao(2) / yoimiya(2) / yunjin(2) / tartaglia(1),favoniussword(6) / mistsplitterreforged(6) / primordialjadecutter(6) / skywardblade(6) / amenomakageuchi(5) / freedomsworn(5) / sacrificialsword(5) / aquilafavonia(4) / theblackspoon(4) / thrillingtalesofdragonslayers(4) / blacktassel(3) / engulfinglightning(3) / harbingerofdawn(3) / lightoffoliarincision(3) / rust(3) / thealleyflash(3) / deathmatch(2) / everlastingmoonglow(2) / favoniuslance(2) / favoniuswarbow(2) / harangeppakufutsu(2) / ironsting(2) / kagotsurubeisshin(2) / lionsroar(2) / sacrificialbow(2) / serpentspine(2) / skywardharp(2) / staffofhoma(2) / summitshaper(2) / thecatch(2) / wolfsgravestone(2) / absolution(1) / athousandfloatingdreams(1) / azurelight(1) / blackclifflongsword(1) / elegyfortheend(1) / festeringdesire(1) / filletblade(1) / keyofkhajnisut(1) / prototypeamber(1) / prototyperancour(1) / sacrificialfragments(1),blizzardstrayer(7) / emblemofseveredfate(7) / noblesseoblige(7) / tenacityofthemillelith(5) / viridescentvenerer(4) / crimsonwitchofflames(3) / gildeddreams(2) / maidenbeloved(2) / archaicpetra(1) / bloodstainedchivalry(1) / deepwoodmemories(1) / gladiatorsfinale(1) / instructor(1) / lavawalker(1) / oceanhuedclam(1) / paleflame(1)
kaveh,kaveh(10) / nilou(9) / baizhu(8) / kokomi(8) / nahida(8) / yelan(8) / kazuha(7) / xingqiu(7) / kukishinobu(6) / raiden(6) / alhaitham(5) / ayato(5) / sucrose(5) / thoma(5) / yaoyao(5) / amber(4) / ganyu(4) / kaeya(4) / rosaria(4) / venti(4) / dehya(3) / emilie(3) / fischl(3) / furina(3) / jean(3) / kirara(3) / layla(3) / sayu(3) / beidou(2) / bennett(2) / candace(2) / citlali(2) / collei(2) / diona(2) / escoffier(2) / faruzan(2) / gaming(2) / keqing(2) / kinich(2) / lauma(2) / mavuika(2) / sara(2) / sigewinne(2) / tighnari(2) / xilonen(2) / yaemiko(2) / zhongli(2) / albedo(1) / aloy(1) / arlecchino(1) / ayaka(1) / barbara(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / clorinde(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / klee(1) / lanyan(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sethos(1) / shenhe(1) / skirk(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiangling(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),favoniusgreatsword(4) / freedomsworn(3) / keyofkhajnisut(3) / mailedflower(3) / sacrificialsword(3) / aquasimulacra(2) / athousandfloatingdreams(2) / everlastingmoonglow(2) / favoniuswarbow(2) / forestregalia(2) / ironsting(2) / katsuragikirinagamasa(2) / lightoffoliarincision(2) / makhairaaquamarine(2) / primordialjadecutter(2) / prototypeamber(2) / sacrificialgreatsword(2) / solarpearl(2) / theblackspoon(2) / wolfsgravestone(2) / bloodtaintedgreatsword(1) / engulfinglightning(1) / jadefallssplendor(1) / kitaincrossspear(1) / rainslasher(1) / sacrificialbow(1) / sacrificialfragments(1) / skywardpride(1) / songofbrokenpines(1) / thedockhandsassistant(1),deepwoodmemories(5) / flowerofparadiselost(5) / oceanhuedclam(5) / gildeddreams(4) / viridescentvenerer(4) / emblemofseveredfate(3) / noblesseoblige(3) / tenacityofthemillelith(2) / instructor(1) / vourukashasglow(1)
kazuha,kazuha(10) / bennett(9) / neuvillette(8) / xiangling(8) / arlecchino(7) / ayaka(7) / lyney(7) / shenhe(7) / yelan(7) / furina(6) / gaming(6) / ganyu(6) / kokomi(6) / xianyun(6) / amber(5) / charlotte(5) / fischl(5) / klee(5) / layla(5) / mona(5) / nahida(5) / raiden(5) / rosaria(5) / sara(5) / sucrose(5) / tartaglia(5) / xingqiu(5) / ayato(4) / heizou(4) / hutao(4) / thoma(4) / venti(4) / wriothesley(4) / xilonen(4) / albedo(3) / baizhu(3) / barbara(3) / chongyun(3) / clorinde(3) / collei(3) / diluc(3) / diona(3) / emilie(3) / escoffier(3) / faruzan(3) / freminet(3) / kaeya(3) / keqing(3) / kukishinobu(3) / lisa(3) / lynette(3) / mavuika(3) / sayu(3) / sigewinne(3) / wanderer(3) / yaemiko(3) / yanfei(3) / yunjin(3) / zhongli(3) / aloy(2) / beidou(2) / candace(2) / chasca(2) / chevreuse(2) / chiori(2) / citlali(2) / cyno(2) / dehya(2) / dori(2) / gorou(2) / ineffa(2) / itto(2) / jean(2) / kaveh(2) / kirara(2) / mika(2) / mizuki(2) / navia(2) / nilou(2) / qiqi(2) / skirk(2) / tighnari(2) / xiao(2) / xinyan(2) / yaoyao(2) / yoimiya(2) / alhaitham(1) / dahlia(1) / eula(1) / flins(1) / kinich(1) / lanyan(1) / lauma(1) / mualani(1) / ningguang(1) / noelle(1) / ororon(1) / razor(1) / sethos(1) / varesa(1),freedomsworn(6) / favoniussword(5) / mistsplitterreforged(5) / engulfinglightning(4) / rust(4) / splendoroftranquilwaters(4) / thecatch(4) / aquasimulacra(3) / athousandfloatingdreams(3) / ironsting(3) / polarstar(3) / tomeoftheeternalflow(3) / xiphosmoonlight(3) / absolution(2) / cashflowsupervision(2) / deathmatch(2) / favoniuslance(2) / favoniuswarbow(2) / fleuvecendreferryman(2) / oathsworneye(2) / prototypeamber(2) / sacrificialsword(2) / thealleyflash(2) / theblackspoon(2) / thestringless(2) / thewidsith(2) / verdict(2) / wanderingevenstar(2) / aquilafavonia(1) / calamityqueller(1) / cranesechoingcall(1) / crescentpike(1) / crimsonmoonssemblance(1) / darkironsword(1) / endoftheline(1) / fadingtwilight(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / primordialjadecutter(1) / prototypearchaic(1) / prototyperancour(1) / sapwoodblade(1) / skywardatlas(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1) / urakumisugiri(1),viridescentvenerer(8) / emblemofseveredfate(4) / noblesseoblige(4) / deepwoodmemories(3) / goldentroupe(3) / heartofdepth(3) / marechausseehunter(3) / tenacityofthemillelith(3) / fragmentofharmonicwhimsy(2) / unfinishedreverie(2) / blizzardstrayer(1) / gladiatorsfinale(1) / lavawalker(1) / scrolloftheheroofcindercity(1) / thunderingfury(1) / vourukashasglow(1)
keqing,keqing(10) / bennett(7) / fischl(7) / kazuha(7) / beidou(6) / collei(6) / nahida(6) / sara(6) / xingqiu(6) / amber(5) / xiangling(5) / yaoyao(5) / zhongli(5) / gaming(4) / ineffa(4) / kukishinobu(4) / lanyan(4) / ororon(4) / raiden(4) / xilonen(4) / yelan(4) / albedo(3) / baizhu(3) / chevreuse(3) / citlali(3) / clorinde(3) / cyno(3) / dori(3) / emilie(3) / flins(3) / furina(3) / heizou(3) / jean(3) / kirara(3) / kokomi(3) / lauma(3) / lynette(3) / mavuika(3) / razor(3) / rosaria(3) / sayu(3) / sethos(3) / sigewinne(3) / sucrose(3) / tighnari(3) / varesa(3) / venti(3) / wanderer(3) / xianyun(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayaka(2) / ayato(2) / barbara(2) / candace(2) / charlotte(2) / chasca(2) / chiori(2) / chongyun(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / escoffier(2) / eula(2) / faruzan(2) / freminet(2) / ganyu(2) / gorou(2) / hutao(2) / itto(2) / kaeya(2) / kaveh(2) / kinich(2) / klee(2) / layla(2) / lisa(2) / lyney(2) / mika(2) / mizuki(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / qiqi(2) / shenhe(2) / skirk(2) / thoma(2) / wriothesley(2) / xiao(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yoimiya(2) / yunjin(2),mistsplitterreforged(8) / primordialjadecutter(7) / freedomsworn(6) / ironsting(5) / lionsroar(5) / theblackspoon(5) / summitshaper(4) / aquilafavonia(3) / blacktassel(3) / elegyfortheend(3) / finaleofthedeep(3) / harangeppakufutsu(3) / harbingerofdawn(3) / kitaincrossspear(3) / lightoffoliarincision(3) / prototypeamber(3) / sacrificialsword(3) / absolution(2) / aquasimulacra(2) / azurelight(2) / calamityofeshu(2) / engulfinglightning(2) / favoniussword(2) / favoniuswarbow(2) / kagotsurubeisshin(2) / prototyperancour(2) / serpentspine(2) / skywardblade(2) / skywardharp(2) / skywardpride(2) / splendoroftranquilwaters(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / urakumisugiri(2) / amenomakageuchi(1) / athousandfloatingdreams(1) / blackclifflongsword(1) / darkironsword(1) / deathmatch(1) / favoniuslance(1) / fracturedhalo(1) / hakushinring(1) / jadefallssplendor(1) / sacrificialfragments(1) / theflute(1) / thrillingtalesofdragonslayers(1) / wanderingevenstar(1),thunderingfury(8) / gildeddreams(6) / thundersoother(6) / deepwoodmemories(4) / tenacityofthemillelith(4) / viridescentvenerer(4) / emblemofseveredfate(3) / gladiatorsfinale(3) / noblesseoblige(3) / goldentroupe(2) / marechausseehunter(2) / paleflame(2) / shimenawasreminiscence(2) / archaicpetra(1) / bloodstainedchivalry(1) / flowerofparadiselost(1) / fragmentofharmonicwhimsy(1) / obsidiancodex(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / unfinishedreverie(1)
kinich,kinich(10) / emilie(9) / xiangling(9) / bennett(8) / nahida(8) / furina(7) / thoma(7) / baizhu(6) / dehya(6) / xingqiu(6) / yelan(6) / gaming(5) / kukishinobu(5) / collei(4) / fischl(4) / zhongli(4) / kirara(3) / klee(3) / mavuika(3) / venti(3) / yanfei(3) / yaoyao(3) / albedo(2) / alhaitham(2) / barbara(2) / chiori(2) / citlali(2) / escoffier(2) / ganyu(2) / kaeya(2) / kazuha(2) / kokomi(2) / lauma(2) / lynette(2) / nilou(2) / ororon(2) / rosaria(2) / tighnari(2) / yaemiko(2) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / ayato(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chongyun(1) / clorinde(1) / cyno(1) / dahlia(1) / diluc(1) / diona(1) / dori(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / lanyan(1) / layla(1) / lisa(1) / lyney(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / sucrose(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yoimiya(1) / yunjin(1),fangofthemountainking(4) / engulfinglightning(3) / beaconofthereedsea(2) / favoniuslance(2) / kagurasverity(2) / serpentspine(2) / splendoroftranquilwaters(2) / aquasimulacra(1) / aquilafavonia(1) / athousandblazingsuns(1) / athousandfloatingdreams(1) / deathmatch(1) / earthshaker(1) / elegyfortheend(1) / favoniusgreatsword(1) / favoniussword(1) / favoniuswarbow(1) / freedomsworn(1) / keyofkhajnisut(1) / kitaincrossspear(1) / mistsplitterreforged(1) / prototypeamber(1) / redhornstonethresher(1) / rust(1) / sacrificialgreatsword(1) / staffofhoma(1) / thealleyflash(1) / thedockhandsassistant(1) / theunforged(1) / thewidsith(1) / thrillingtalesofdragonslayers(1) / verdict(1) / wanderingevenstar(1),deepwoodmemories(5) / obsidiancodex(5) / noblesseoblige(4) / goldentroupe(3) / unfinishedreverie(3) / emblemofseveredfate(2) / tenacityofthemillelith(2) / blizzardstrayer(1) / instructor(1) / marechausseehunter(1) / scrolloftheheroofcindercity(1) / viridescentvenerer(1) / vourukashasglow(1)
kirara,kirara(10) / nilou(10) / fischl(8) / nahida(8) / ayato(7) / barbara(7) / kazuha(7) / kukishinobu(7) / raiden(7) / alhaitham(6) / keqing(6) / yaemiko(6) / amber(5) / collei(5) / baizhu(4) / gaming(4) / kokomi(4) / sethos(4) / wanderer(4) / xingqiu(4) / yelan(4) / beidou(3) / sucrose(3) / tighnari(3) / venti(3) / yaoyao(3) / zhongli(3) / bennett(2) / candace(2) / cyno(2) / furina(2) / jean(2) / lisa(2) / lynette(2) / lyney(2) / thoma(2) / albedo(1) / aloy(1) / arlecchino(1) / ayaka(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / rosaria(1) / sara(1) / sayu(1) / shenhe(1) / sigewinne(1) / skirk(1) / varesa(1) / wriothesley(1) / xiangling(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),keyofkhajnisut(6) / freedomsworn(5) / sapwoodblade(5) / ironsting(4) / lightoffoliarincision(4) / primordialjadecutter(4) / wanderingevenstar(4) / aquasimulacra(3) / athousandfloatingdreams(3) / everlastingmoonglow(3) / favoniussword(3) / harbingerofdawn(3) / prototypeamber(3) / sacrificialsword(3) / solarpearl(3) / theblackspoon(3) / thestringless(3) / thewidsith(3) / amosbow(2) / dragonsbane(2) / festeringdesire(2) / kagurasverity(2) / thedockhandsassistant(2) / elegyfortheend(1) / engulfinglightning(1) / fleuvecendreferryman(1) / staffofhoma(1),deepwoodmemories(6) / tenacityofthemillelith(6) / gildeddreams(4) / viridescentvenerer(4) / goldentroupe(3) / noblesseoblige(3) / oceanhuedclam(3) / thunderingfury(3) / vourukashasglow(3) / flowerofparadiselost(2) / instructor(2) / nymphsdream(2) / wandererstroupe(2) / crimsonwitchofflames(1) / emblemofseveredfate(1)
