캐릭터,파티,무기,성유물 이름
dahlia,dahlia(10) / gaming(5) / escoffier(4) / furina(4) / skirk(4) / wanderer(4) / ayato(3) / bennett(3) / faruzan(3) / fischl(3) / mona(3) / xingqiu(3) / yelan(3) / yoimiya(3) / clorinde(2) / heizou(2) / ineffa(2) / kazuha(2) / mavuika(2) / mika(2) / neuvillette(2) / nilou(2) / razor(2) / shenhe(2) / sigewinne(2) / sucrose(2) / wriothesley(2) / xilonen(2) / yunjin(2) / albedo(1) / alhaitham(1) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / collei(1) / cyno(1) / dehya(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / eula(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / hutao(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mizuki(1) / mualani(1) / nahida(1) / navia(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / tartaglia(1) / thoma(1) / tighnari(1) / varesa(1) / venti(1) / xiangling(1) / xianyun(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / zhongli(1),favoniussword(3) / azurelight(2) / calamityofeshu(2) / favoniuslance(2) / finaleofthedeep(2) / fleuvecendreferryman(2) / freedomsworn(2) / rust(2) / tulaytullahsremembrance(2) / absolution(1) / alleyhunter(1) / aquasimulacra(1) / elegyfortheend(1) / favoniuswarbow(1) / festeringdesire(1) / fracturedhalo(1) / harangeppakufutsu(1) / keyofkhajnisut(1) / mistsplitterreforged(1) / peakpatrolsong(1) / splendoroftranquilwaters(1) / thealleyflash(1) / theblackspoon(1) / thedockhandsassistant(1) / thewidsith(1) / thunderingpulse(1),noblesseoblige(3) / scrolloftheheroofcindercity(3) / desertpavilionchronicle(2) / emblemofseveredfate(2) / finaleofthedeepgalleries(2) / goldentroupe(2) / marechausseehunter(2) / tenacityofthemillelith(2) / fragmentofharmonicwhimsy(1) / shimenawasreminiscence(1) / viridescentvenerer(1) / vourukashasglow(1)
dehya,dehya(10) / ganyu(10) / bennett(9) / nahida(9) / xiangling(9) / kazuha(8) / emilie(7) / xingqiu(7) / yelan(7) / mona(6) / venti(6) / wanderer(6) / albedo(5) / ayaka(5) / ayato(5) / chevreuse(5) / fischl(5) / furina(5) / hutao(5) / kinich(5) / kokomi(5) / kukishinobu(5) / mualani(5) / alhaitham(4) / amber(4) / arlecchino(4) / baizhu(4) / klee(4) / lauma(4) / lyney(4) / mavuika(4) / raiden(4) / sucrose(4) / yanfei(4) / yoimiya(4) / zhongli(4) / beidou(3) / candace(3) / citlali(3) / clorinde(3) / cyno(3) / diluc(3) / escoffier(3) / faruzan(3) / gaming(3) / ineffa(3) / kaeya(3) / lynette(3) / neuvillette(3) / nilou(3) / ororon(3) / rosaria(3) / sara(3) / thoma(3) / varesa(3) / wriothesley(3) / xianyun(3) / xilonen(3) / xinyan(3) / yaemiko(3) / aloy(2) / barbara(2) / charlotte(2) / chasca(2) / chiori(2) / chongyun(2) / collei(2) / dahlia(2) / diona(2) / dori(2) / eula(2) / flins(2) / freminet(2) / gorou(2) / heizou(2) / itto(2) / jean(2) / kaveh(2) / keqing(2) / kirara(2) / lanyan(2) / layla(2) / lisa(2) / mika(2) / mizuki(2) / navia(2) / ningguang(2) / noelle(2) / qiqi(2) / razor(2) / sayu(2) / sethos(2) / shenhe(2) / sigewinne(2) / skirk(2) / tighnari(2) / xiao(2) / yaoyao(2) / yunjin(2),beaconofthereedsea(7) / favoniusgreatsword(7) / rainslasher(6) / mailedflower(4) / makhairaaquamarine(4) / aquilafavonia(3) / bloodtaintedgreatsword(3) / engulfinglightning(3) / favoniuslance(3) / katsuragikirinagamasa(3) / sacrificialgreatsword(3) / thecatch(3) / akuoumaru(2) / amenomakageuchi(2) / athousandfloatingdreams(2) / blackcliffslasher(2) / deathmatch(2) / favoniussword(2) / freedomsworn(2) / hamayumi(2) / hunterspath(2) / ironsting(2) / luxurioussealord(2) / mistsplitterreforged(2) / redhornstonethresher(2) / sapwoodblade(2) / serpentspine(2) / skywardpride(2) / solarpearl(2) / theunforged(2) / thrillingtalesofdragonslayers(2) / verdict(2) / wanderingevenstar(2) / wolfsgravestone(2) / athousandblazingsuns(1) / earthshaker(1) / everlastingmoonglow(1) / fangofthemountainking(1) / forestregalia(1) / fruitfulhook(1) / prototypeamber(1) / prototypearchaic(1) / xiphosmoonlight(1),tenacityofthemillelith(8) / gildeddreams(6) / emblemofseveredfate(5) / instructor(5) / viridescentvenerer(5) / deepwoodmemories(4) / flowerofparadiselost(3) / marechausseehunter(3) / noblesseoblige(3) / scrolloftheheroofcindercity(3) / unfinishedreverie(3) / blizzardstrayer(2) / obsidiancodex(2) / oceanhuedclam(2) / vourukashasglow(2) / wandererstroupe(2) / crimsonwitchofflames(1) / maidenbeloved(1)
diluc,diluc(10) / bennett(8) / xingqiu(8) / kazuha(7) / sucrose(7) / diona(6) / xianyun(6) / zhongli(6) / furina(5) / gaming(5) / rosaria(5) / venti(5) / yelan(5) / albedo(4) / ganyu(4) / kaeya(4) / xiangling(4) / ayaka(3) / baizhu(3) / citlali(3) / dehya(3) / fischl(3) / jean(3) / kokomi(3) / xilonen(3) / amber(2) / ayato(2) / beidou(2) / candace(2) / charlotte(2) / chevreuse(2) / collei(2) / escoffier(2) / heizou(2) / hutao(2) / layla(2) / lyney(2) / mavuika(2) / nahida(2) / sayu(2) / thoma(2) / yaoyao(2) / alhaitham(1) / aloy(1) / arlecchino(1) / barbara(1) / chasca(1) / chiori(1) / chongyun(1) / clorinde(1) / cyno(1) / dahlia(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / ineffa(1) / itto(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yoimiya(1) / yunjin(1),serpentspine(5) / harbingerofdawn(4) / beaconofthereedsea(3) / favoniussword(3) / fleuvecendreferryman(3) / rust(3) / skywardblade(3) / splendoroftranquilwaters(3) / wolfsgravestone(3) / amenomakageuchi(2) / athousandblazingsuns(2) / blacktassel(2) / cinnabarspindle(2) / cranesechoingcall(2) / elegyfortheend(2) / favoniuswarbow(2) / freedomsworn(2) / ironsting(2) / mappamare(2) / mistsplitterreforged(2) / oathsworneye(2) / redhornstonethresher(2) / sacrificialbow(2) / sacrificialfragments(2) / sacrificialsword(2) / skywardharp(2) / staffofhoma(2) / thestringless(2) / theunforged(2) / aquilafavonia(1) / blackcliffslasher(1) / bloodtaintedgreatsword(1) / favoniuscodex(1) / favoniuslance(1) / festeringdesire(1) / fruitfulhook(1) / luxurioussealord(1) / mailedflower(1) / makhairaaquamarine(1) / prototypearchaic(1) / rainslasher(1) / thrillingtalesofdragonslayers(1),crimsonwitchofflames(6) / viridescentvenerer(6) / goldentroupe(3) / noblesseoblige(3) / archaicpetra(2) / blizzardstrayer(2) / gildeddreams(2) / maidenbeloved(2) / marechausseehunter(2) / songofdayspast(2) / tenacityofthemillelith(2) / deepwoodmemories(1) / flowerofparadiselost(1) / instructor(1) / lavawalker(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1)
diona,diona(10) / ayaka(7) / ganyu(7) / xingqiu(7) / eula(6) / hutao(6) / kazuha(6) / rosaria(6) / venti(6) / diluc(5) / fischl(5) / gaming(5) / mona(5) / nahida(5) / yelan(5) / bennett(4) / freminet(4) / furina(4) / klee(4) / kokomi(4) / layla(4) / raiden(4) / shenhe(4) / yoimiya(4) / alhaitham(3) / beidou(3) / chasca(3) / escoffier(3) / ineffa(3) / jean(3) / keqing(3) / kukishinobu(3) / lyney(3) / skirk(3) / thoma(3) / tighnari(3) / wriothesley(3) / albedo(2) / aloy(2) / amber(2) / arlecchino(2) / ayato(2) / baizhu(2) / barbara(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / dori(2) / emilie(2) / faruzan(2) / flins(2) / gorou(2) / heizou(2) / itto(2) / kaeya(2) / kaveh(2) / kinich(2) / kirara(2) / lanyan(2) / lauma(2) / lisa(2) / lynette(2) / mavuika(2) / mika(2) / mizuki(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / qiqi(2) / razor(2) / sara(2) / sayu(2) / sethos(2) / sigewinne(2) / sucrose(2) / varesa(2) / wanderer(2) / xiangling(2) / xianyun(2) / xiao(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yunjin(2) / zhongli(2),favoniuswarbow(8) / elegyfortheend(7) / sacrificialbow(7) / recurvebow(4) / favoniuslance(3) / rust(3) / amenomakageuchi(2) / deathmatch(2) / endoftheline(2) / everlastingmoonglow(2) / favoniuscodex(2) / freedomsworn(2) / hamayumi(2) / ironsting(2) / mistsplitterreforged(2) / primordialjadecutter(2) / sacrificialsword(2) / serpentspine(2) / skywardatlas(2) / skywardspine(2) / staffofhoma(2) / thewidsith(2) / thrillingtalesofdragonslayers(2) / amosbow(1) / athousandblazingsuns(1) / azurelight(1) / engulfinglightning(1) / fadingtwilight(1) / lostprayertothesacredwinds(1) / peakpatrolsong(1) / sacrificialfragments(1) / songofbrokenpines(1) / splendoroftranquilwaters(1) / wolfsgravestone(1),noblesseoblige(9) / tenacityofthemillelith(6) / maidenbeloved(5) / viridescentvenerer(5) / instructor(4) / blizzardstrayer(3) / crimsonwitchofflames(2) / deepwoodmemories(2) / heartofdepth(2) / scrolloftheheroofcindercity(2) / emblemofseveredfate(1) / gildeddreams(1) / goldentroupe(1) / marechausseehunter(1) / obsidiancodex(1) / oceanhuedclam(1) / paleflame(1) / retracingbolide(1) / songofdayspast(1) / vourukashasglow(1)
dori,dori(10) / fischl(8) / kazuha(8) / raiden(8) / xingqiu(8) / eula(7) / keqing(7) / yaemiko(7) / ayato(6) / collei(6) / jean(6) / kokomi(6) / nahida(6) / rosaria(6) / sara(6) / shenhe(6) / sucrose(6) / yoimiya(6) / ayaka(5) / baizhu(5) / beidou(5) / bennett(5) / cyno(5) / diluc(5) / gaming(5) / ganyu(5) / hutao(5) / kaeya(5) / kaveh(5) / kirara(5) / kukishinobu(5) / lisa(5) / mona(5) / sayu(5) / tighnari(5) / wanderer(5) / xiao(5) / yanfei(5) / yaoyao(5) / yelan(5) / yunjin(5) / zhongli(5) / albedo(4) / alhaitham(4) / aloy(4) / amber(4) / arlecchino(4) / barbara(4) / candace(4) / chevreuse(4) / chiori(4) / chongyun(4) / clorinde(4) / dehya(4) / diona(4) / faruzan(4) / freminet(4) / furina(4) / gorou(4) / heizou(4) / itto(4) / layla(4) / lynette(4) / lyney(4) / mika(4) / navia(4) / neuvillette(4) / nilou(4) / ningguang(4) / noelle(4) / qiqi(4) / razor(4) / tartaglia(4) / thoma(4) / xiangling(4) / xianyun(4) / xinyan(4) / charlotte(3) / emilie(3) / flins(3) / kinich(3) / klee(3) / mualani(3) / sethos(3) / sigewinne(3) / varesa(3) / venti(3) / wriothesley(3) / xilonen(3) / chasca(2) / citlali(2) / dahlia(2) / escoffier(2) / ineffa(2) / lanyan(2) / lauma(2) / mavuika(2) / mizuki(2) / ororon(2) / skirk(2),favoniusgreatsword(7) / sacrificialgreatsword(5) / forestregalia(4) / katsuragikirinagamasa(4) / engulfinglightning(3) / sacrificialsword(3) / athousandfloatingdreams(2) / bloodtaintedgreatsword(2) / favoniuslance(2) / kagurasverity(2) / makhairaaquamarine(2) / serpentspine(2) / songofbrokenpines(2) / thecatch(2) / thunderingpulse(2) / aquasimulacra(1) / blackcliffslasher(1) / blacktassel(1) / crescentpike(1) / endoftheline(1) / fadingtwilight(1) / ferrousshadow(1) / freedomsworn(1) / harangeppakufutsu(1) / hunterspath(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / polarstar(1) / prototypearchaic(1) / rainslasher(1) / rust(1) / skywardblade(1) / skywardharp(1) / skywardpride(1) / skywardspine(1) / thestringless(1) / thewidsith(1) / verdict(1),noblesseoblige(6) / oceanhuedclam(4) / thunderingfury(4) / emblemofseveredfate(3) / gildeddreams(3) / viridescentvenerer(3) / deepwoodmemories(2) / flowerofparadiselost(2) / instructor(2) / paleflame(2) / tenacityofthemillelith(2) / theexile(2) / blizzardstrayer(1) / gladiatorsfinale(1) / heartofdepth(1) / maidenbeloved(1) / thundersoother(1) / wandererstroupe(1)
emilie,emilie(10) / bennett(7) / wriothesley(7) / furina(6) / xiangling(6) / alhaitham(5) / arlecchino(5) / ganyu(5) / kinich(5) / nahida(5) / gaming(4) / klee(4) / kokomi(4) / lyney(4) / mavuika(4) / mualani(4) / neuvillette(4) / nilou(4) / sucrose(4) / xilonen(4) / zhongli(4) / ayato(3) / baizhu(3) / clorinde(3) / cyno(3) / dehya(3) / fischl(3) / kaeya(3) / kazuha(3) / kirara(3) / raiden(3) / thoma(3) / yoimiya(3) / albedo(2) / amber(2) / ayaka(2) / barbara(2) / beidou(2) / chiori(2) / chongyun(2) / citlali(2) / diluc(2) / hutao(2) / jean(2) / keqing(2) / kukishinobu(2) / lanyan(2) / lauma(2) / lisa(2) / lynette(2) / navia(2) / ororon(2) / rosaria(2) / sara(2) / sayu(2) / tighnari(2) / venti(2) / xianyun(2) / xingqiu(2) / yaemiko(2) / yaoyao(2) / aloy(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / collei(1) / dahlia(1) / diona(1) / dori(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / kaveh(1) / layla(1) / mika(1) / mizuki(1) / mona(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / varesa(1) / wanderer(1) / xiao(1) / xinyan(1) / yanfei(1) / yelan(1) / yunjin(1),athousandblazingsuns(2) / cashflowsupervision(2) / deathmatch(2) / fangofthemountainking(2) / favoniuslance(2) / favoniussword(2) / kitaincrossspear(2) / peakpatrolsong(2) / staffofhoma(2) / aquilafavonia(1) / blackcliffpole(1) / calamityqueller(1) / crimsonmoonssemblance(1) / engulfinglightning(1) / freedomsworn(1) / hamayumi(1) / harbingerofdawn(1) / hunterspath(1) / lightoffoliarincision(1) / lithicspear(1) / missivewindspear(1) / mistsplitterreforged(1) / primordialjadewingedspear(1) / sacrificialgreatsword(1) / serpentspine(1) / skywardspine(1) / splendoroftranquilwaters(1) / thealleyflash(1) / thewidsith(1) / thrillingtalesofdragonslayers(1) / vortexvanquisher(1),deepwoodmemories(3) / noblesseoblige(3) / scrolloftheheroofcindercity(3) / unfinishedreverie(3) / goldentroupe(2) / marechausseehunter(2) / obsidiancodex(2) / tenacityofthemillelith(2) / viridescentvenerer(2) / archaicpetra(1) / emblemofseveredfate(1) / fragmentofharmonicwhimsy(1) / gildeddreams(1) / songofdayspast(1) / thunderingfury(1)
escoffier,escoffier(10) / furina(9) / shenhe(8) / wriothesley(8) / yelan(8) / ayaka(7) / citlali(7) / gaming(7) / neuvillette(6) / skirk(6) / ayato(5) / kaeya(5) / mona(5) / xingqiu(5) / bennett(4) / charlotte(4) / freminet(4) / ganyu(4) / layla(4) / mavuika(4) / mika(4) / arlecchino(3) / diona(3) / eula(3) / hutao(3) / kazuha(3) / kokomi(3) / mualani(3) / rosaria(3) / xilonen(3) / yoimiya(3) / chevreuse(2) / chongyun(2) / dahlia(2) / diluc(2) / kinich(2) / lyney(2) / qiqi(2) / venti(2) / wanderer(2) / albedo(1) / alhaitham(1) / aloy(1) / amber(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / chasca(1) / chiori(1) / clorinde(1) / collei(1) / cyno(1) / dehya(1) / dori(1) / emilie(1) / faruzan(1) / fischl(1) / flins(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / kirara(1) / klee(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / mizuki(1) / nahida(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / sigewinne(1) / sucrose(1) / tartaglia(1) / thoma(1) / tighnari(1) / varesa(1) / xiangling(1) / xianyun(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yunjin(1) / zhongli(1),calamityqueller(6) / favoniuslance(6) / deathmatch(4) / staffofhoma(4) / finaleofthedeep(3) / rust(3) / engulfinglightning(2) / favoniuscodex(2) / favoniussword(2) / favoniuswarbow(2) / fracturedhalo(2) / missivewindspear(2) / mistsplitterreforged(2) / skywardspine(2) / splendoroftranquilwaters(2) / thrillingtalesofdragonslayers(2) / aquasimulacra(1) / athousandblazingsuns(1) / azurelight(1) / blackcliffpole(1) / calamityofeshu(1) / cashflowsupervision(1) / elegyfortheend(1) / festeringdesire(1) / fleuvecendreferryman(1) / peakpatrolsong(1) / primordialjadewingedspear(1) / sacrificialfragments(1) / serpentspine(1) / thealleyflash(1) / thewidsith(1) / tomeoftheeternalflow(1),goldentroupe(6) / blizzardstrayer(5) / noblesseoblige(5) / scrolloftheheroofcindercity(5) / tenacityofthemillelith(5) / marechausseehunter(3) / gladiatorsfinale(2) / emblemofseveredfate(1) / finaleofthedeepgalleries(1) / obsidiancodex(1) / shimenawasreminiscence(1) / songofdayspast(1) / viridescentvenerer(1)
eula,eula(10) / beidou(9) / fischl(9) / zhongli(9) / bennett(8) / diona(8) / rosaria(8) / raiden(6) / xingqiu(6) / chongyun(5) / gaming(5) / lisa(5) / mika(5) / venti(5) / xinyan(5) / hutao(4) / jean(4) / kaeya(4) / kukishinobu(4) / razor(4) / shenhe(4) / xiangling(4) / yelan(4) / albedo(3) / amber(3) / barbara(3) / dori(3) / ganyu(3) / keqing(3) / layla(3) / nahida(3) / noelle(3) / sara(3) / sucrose(3) / xiao(3) / yunjin(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / citlali(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / emilie(2) / escoffier(2) / faruzan(2) / flins(2) / freminet(2) / furina(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / kaveh(2) / kazuha(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / lanyan(2) / lauma(2) / lynette(2) / lyney(2) / mavuika(2) / mizuki(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / ororon(2) / qiqi(2) / sayu(2) / sethos(2) / sigewinne(2) / skirk(2) / thoma(2) / tighnari(2) / varesa(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xilonen(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yoimiya(2),songofbrokenpines(7) / serpentspine(5) / favoniussword(4) / sacrificialbow(4) / skywardpride(4) / engulfinglightning(3) / favoniuslance(3) / favoniuswarbow(3) / prototypearchaic(3) / akuoumaru(2) / beaconofthereedsea(2) / blacktassel(2) / luxurioussealord(2) / redhornstonethresher(2) / skywardblade(2) / skywardharp(2) / skywardspine(2) / snowtombedstarsilver(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / theunforged(2) / wolfsgravestone(2) / blackcliffslasher(1) / favoniusgreatsword(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / katsuragikirinagamasa(1) / lithicblade(1) / rainslasher(1) / royalgreatsword(1) / sacrificialgreatsword(1) / splendoroftranquilwaters(1) / thrillingtalesofdragonslayers(1) / verdict(1) / whiteblind(1),paleflame(7) / emblemofseveredfate(5) / noblesseoblige(5) / tenacityofthemillelith(5) / blizzardstrayer(2) / bloodstainedchivalry(2) / maidenbeloved(2) / oceanhuedclam(2) / thunderingfury(2) / goldentroupe(1) / marechausseehunter(1) / silkenmoonsserenade(1)
faruzan,faruzan(10) / wanderer(9) / xiao(9) / bennett(8) / xingqiu(7) / heizou(6) / xiangling(6) / zhongli(6) / jean(5) / rosaria(5) / sucrose(5) / venti(5) / yelan(5) / furina(4) / gaming(4) / sara(4) / xianyun(4) / yunjin(4) / albedo(3) / candace(3) / chiori(3) / diona(3) / fischl(3) / ganyu(3) / hutao(3) / kazuha(3) / kokomi(3) / layla(3) / lynette(3) / mona(3) / nilou(3) / shenhe(3) / thoma(3) / yanfei(3) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / charlotte(2) / chevreuse(2) / chongyun(2) / clorinde(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / dori(2) / emilie(2) / eula(2) / freminet(2) / gorou(2) / itto(2) / kaeya(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / klee(2) / kukishinobu(2) / lisa(2) / lyney(2) / mika(2) / mualani(2) / nahida(2) / navia(2) / neuvillette(2) / ningguang(2) / noelle(2) / qiqi(2) / raiden(2) / razor(2) / sayu(2) / sethos(2) / sigewinne(2) / tighnari(2) / wriothesley(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yaoyao(2) / yoimiya(2) / chasca(1) / citlali(1) / dahlia(1) / escoffier(1) / flins(1) / ineffa(1) / lanyan(1) / lauma(1) / mavuika(1) / mizuki(1) / ororon(1) / skirk(1) / tartaglia(1) / varesa(1),favoniuswarbow(4) / aquasimulacra(3) / elegyfortheend(3) / blacktassel(2) / deathmatch(2) / endoftheline(2) / engulfinglightning(2) / fadingtwilight(2) / favoniuslance(2) / favoniussword(2) / sacrificialbow(2) / sapwoodblade(2) / skywardspine(2) / staffofhoma(2) / thecatch(2) / thewidsith(2) / tulaytullahsremembrance(2) / aquilafavonia(1) / freedomsworn(1) / hunterspath(1) / keyofkhajnisut(1) / primordialjadewingedspear(1),noblesseoblige(6) / viridescentvenerer(6) / emblemofseveredfate(5) / tenacityofthemillelith(5) / desertpavilionchronicle(3) / theexile(3) / blizzardstrayer(2) / vermillionhereafter(2) / deepwoodmemories(1) / gildeddreams(1) / goldentroupe(1) / thunderingfury(1)
fischl,fischl(10) / beidou(8) / nahida(8) / bennett(7) / keqing(7) / xingqiu(7) / arlecchino(6) / baizhu(6) / chevreuse(6) / cyno(6) / faruzan(6) / furina(6) / gaming(6) / sucrose(6) / tighnari(6) / yoimiya(6) / zhongli(6) / ayato(5) / clorinde(5) / eula(5) / flins(5) / kazuha(5) / raiden(5) / venti(5) / xiangling(5) / xilonen(5) / diona(4) / heizou(4) / hutao(4) / klee(4) / kokomi(4) / kukishinobu(4) / layla(4) / mavuika(4) / neuvillette(4) / rosaria(4) / wanderer(4) / yunjin(4) / albedo(3) / alhaitham(3) / chasca(3) / collei(3) / freminet(3) / ganyu(3) / ineffa(3) / kaeya(3) / lynette(3) / lyney(3) / mona(3) / qiqi(3) / razor(3) / sara(3) / tartaglia(3) / thoma(3) / yaemiko(3) / yelan(3) / aloy(2) / amber(2) / ayaka(2) / charlotte(2) / chiori(2) / chongyun(2) / diluc(2) / dori(2) / gorou(2) / itto(2) / jean(2) / kaveh(2) / kirara(2) / lisa(2) / mika(2) / mizuki(2) / navia(2) / nilou(2) / ororon(2) / sethos(2) / shenhe(2) / wriothesley(2) / xianyun(2) / xiao(2) / barbara(1) / candace(1) / citlali(1) / dahlia(1) / dehya(1) / dendrotraveler(1) / emilie(1) / escoffier(1) / kinich(1) / lanyan(1) / lauma(1) / mualani(1) / ningguang(1) / noelle(1) / sayu(1) / sigewinne(1) / skirk(1) / varesa(1) / xinyan(1) / yanfei(1) / yaoyao(1),alleyhunter(6) / aquasimulacra(6) / thestringless(6) / elegyfortheend(4) / favoniuslance(4) / mistsplitterreforged(4) / polarstar(4) / rust(4) / thunderingpulse(4) / absolution(3) / athousandfloatingdreams(3) / bloodsoakedruins(3) / cashflowsupervision(3) / engulfinglightning(3) / favoniussword(3) / favoniuswarbow(3) / peakpatrolsong(3) / thecatch(3) / wanderingevenstar(3) / athousandblazingsuns(2) / crimsonmoonssemblance(2) / deathmatch(2) / fadingtwilight(2) / flowerwreathedfeathers(2) / hunterspath(2) / mitternachtswaltz(2) / prototypecrescent(2) / sacrificialbow(2) / serpentspine(2) / skywardharp(2) / splendoroftranquilwaters(2) / staffofthescarletsands(2) / thealleyflash(2) / theblackspoon(2) / thewidsith(2) / astralvulturescrimsonplumage(1) / balladoftheboundlessblue(1) / balladofthefjords(1) / chainbreaker(1) / crescentpike(1) / endoftheline(1) / favoniuscodex(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / hakushinring(1) / harangeppakufutsu(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / prototypeamber(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialsword(1) / songofbrokenpines(1) / theviridescenthunt(1) / verdict(1) / windblumeode(1),goldentroupe(7) / gildeddreams(4) / tenacityofthemillelith(4) / thunderingfury(4) / viridescentvenerer(4) / deepwoodmemories(3) / fragmentofharmonicwhimsy(3) / noblesseoblige(3) / echoesofanoffering(2) / emblemofseveredfate(2) / flowerofparadiselost(2) / lavawalker(2) / nightoftheskysunveiling(2) / obsidiancodex(2) / paleflame(2) / scrolloftheheroofcindercity(2) / silkenmoonsserenade(2) / desertpavilionchronicle(1) / oceanhuedclam(1) / thundersoother(1)
