캐릭터,파티,무기,성유물 이름
tartaglia,tartaglia(10) / bennett(8) / fischl(8) / kazuha(8) / xiangling(8) / beidou(7) / sucrose(6) / ganyu(5) / xingqiu(5) / diona(4) / gaming(4) / raiden(4) / zhongli(4) / albedo(3) / ayato(3) / kukishinobu(3) / nahida(3) / sara(3) / yelan(3) / amber(2) / ayaka(2) / citlali(2) / escoffier(2) / furina(2) / hutao(2) / kokomi(2) / neuvillette(2) / nilou(2) / ororon(2) / sigewinne(2) / venti(2) / alhaitham(1) / aloy(1) / arlecchino(1) / baizhu(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / sayu(1) / sethos(1) / shenhe(1) / skirk(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),polarstar(7) / skywardharp(4) / engulfinglightning(3) / favoniussword(3) / freedomsworn(3) / prototypecrescent(3) / rust(3) / thestringless(3) / thunderingpulse(3) / amosbow(2) / aquasimulacra(2) / astralvulturescrimsonplumage(2) / athousandfloatingdreams(2) / favoniuswarbow(2) / hunterspath(2) / ironsting(2) / mappamare(2) / primordialjadecutter(2) / sacrificialbow(2) / sacrificialfragments(2) / sapwoodblade(2) / serpentspine(2) / skywardblade(2) / skywardpride(2) / solarpearl(2) / thecatch(2) / theviridescenthunt(2) / aquilafavonia(1) / chainbreaker(1) / elegyfortheend(1) / keyofkhajnisut(1) / kingssquire(1) / splendoroftranquilwaters(1),heartofdepth(6) / noblesseoblige(4) / viridescentvenerer(4) / deepwoodmemories(3) / emblemofseveredfate(3) / nymphsdream(3) / blizzardstrayer(2) / gildeddreams(2) / gladiatorsfinale(2) / maidenbeloved(2) / thunderingfury(2) / goldentroupe(1) / scrolloftheheroofcindercity(1) / tenacityofthemillelith(1)
thoma,thoma(10) / xingqiu(7) / hutao(6) / kazuha(6) / bennett(5) / gaming(5) / sucrose(5) / yoimiya(5) / zhongli(5) / chongyun(4) / diluc(4) / fischl(4) / ganyu(4) / nahida(4) / raiden(4) / venti(4) / xiangling(4) / yelan(4) / yunjin(4) / ayaka(3) / ayato(3) / faruzan(3) / gorou(3) / itto(3) / kokomi(3) / layla(3) / lyney(3) / mona(3) / qiqi(3) / rosaria(3) / sara(3) / wanderer(3) / wriothesley(3) / albedo(2) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / barbara(2) / chevreuse(2) / chiori(2) / collei(2) / cyno(2) / diona(2) / dori(2) / eula(2) / freminet(2) / furina(2) / heizou(2) / jean(2) / kaeya(2) / kaveh(2) / kukishinobu(2) / lynette(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / razor(2) / sayu(2) / shenhe(2) / tighnari(2) / xianyun(2) / xiao(2) / yaemiko(2) / yanfei(2) / baizhu(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / emilie(1) / escoffier(1) / flins(1) / ineffa(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / mavuika(1) / mika(1) / mizuki(1) / mualani(1) / noelle(1) / ororon(1) / sethos(1) / sigewinne(1) / skirk(1) / tartaglia(1) / varesa(1) / xilonen(1) / xinyan(1) / yaoyao(1),blacktassel(3) / engulfinglightning(3) / favoniuslance(3) / thecatch(3) / aquasimulacra(2) / dragonsbane(2) / kitaincrossspear(2) / skywardspine(2) / staffofhoma(2) / athousandfloatingdreams(1) / balladoftheboundlessblue(1) / cashflowsupervision(1) / crescentpike(1) / deathmatch(1) / endoftheline(1) / fadingtwilight(1) / favoniussword(1) / favoniuswarbow(1) / freedomsworn(1) / harangeppakufutsu(1) / hunterspath(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / mappamare(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialfragments(1) / sacrificialsword(1) / sapwoodblade(1) / serpentspine(1) / skywardblade(1) / skywardharp(1) / solarpearl(1) / songofbrokenpines(1) / theblackspoon(1) / thestringless(1) / thewidsith(1) / thunderingpulse(1) / verdict(1),noblesseoblige(4) / emblemofseveredfate(3) / flowerofparadiselost(3) / viridescentvenerer(3) / blizzardstrayer(2) / crimsonwitchofflames(2) / deepwoodmemories(2) / gildeddreams(2) / heartofdepth(2) / tenacityofthemillelith(2) / thunderingfury(2) / echoesofanoffering(1) / huskofopulentdreams(1) / instructor(1) / paleflame(1) / shimenawasreminiscence(1)
tighnari,tighnari(10) / fischl(8) / kukishinobu(8) / nahida(7) / yaemiko(7) / zhongli(7) / collei(6) / kazuha(6) / raiden(6) / bennett(5) / wanderer(5) / ayato(4) / baizhu(4) / cyno(4) / keqing(4) / kirara(4) / lisa(4) / sucrose(4) / venti(4) / xiangling(4) / xingqiu(4) / yelan(4) / alhaitham(3) / amber(3) / diona(3) / emilie(3) / eula(3) / furina(3) / gaming(3) / ganyu(3) / kokomi(3) / nilou(3) / sayu(3) / thoma(3) / xilonen(3) / yaoyao(3) / albedo(2) / aloy(2) / arlecchino(2) / ayaka(2) / barbara(2) / beidou(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / dahlia(2) / dehya(2) / diluc(2) / dori(2) / escoffier(2) / faruzan(2) / flins(2) / freminet(2) / gorou(2) / heizou(2) / hutao(2) / ineffa(2) / itto(2) / jean(2) / kaeya(2) / kaveh(2) / kinich(2) / klee(2) / lanyan(2) / lauma(2) / layla(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mizuki(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / ningguang(2) / noelle(2) / ororon(2) / qiqi(2) / razor(2) / rosaria(2) / sara(2) / sethos(2) / shenhe(2) / sigewinne(2) / skirk(2) / varesa(2) / wriothesley(2) / xianyun(2) / xiao(2) / xinyan(2) / yanfei(2) / yoimiya(2) / yunjin(2) / tartaglia(1),hunterspath(4) / skywardharp(4) / aquasimulacra(3) / freedomsworn(3) / hakushinring(3) / polarstar(3) / slingshot(3) / athousandfloatingdreams(2) / blacktassel(2) / ironsting(2) / kagurasverity(2) / solarpearl(2) / staffofhoma(2) / theblackspoon(2) / thestringless(2) / thewidsith(2) / thrillingtalesofdragonslayers(2) / chainbreaker(1) / elegyfortheend(1) / fadingtwilight(1) / harangeppakufutsu(1) / ibispiercer(1) / jadefallssplendor(1) / keyofkhajnisut(1) / prototypeamber(1) / prototypecrescent(1) / rust(1) / sacrificialfragments(1) / sacrificialsword(1) / theviridescenthunt(1) / thunderingpulse(1) / wanderingevenstar(1) / windblumeode(1),deepwoodmemories(7) / gildeddreams(6) / instructor(3) / scholar(3) / tenacityofthemillelith(3) / thunderingfury(3) / viridescentvenerer(3) / wandererstroupe(3) / echoesofanoffering(2) / shimenawasreminiscence(2) / emblemofseveredfate(1) / gladiatorsfinale(1) / noblesseoblige(1) / vourukashasglow(1)
anemotraveler,anemotraveler(5) / bennett(5) / xiangling(5) / xiao(5) / ayaka(4) / gaming(4) / kokomi(4) / wanderer(4) / zhongli(4) / amber(3) / barbara(3) / collei(3) / cyno(3) / faruzan(3) / fischl(3) / hutao(3) / kazuha(3) / klee(3) / lisa(3) / mona(3) / nahida(3) / noelle(3) / raiden(3) / shenhe(3) / xingqiu(3) / yaemiko(3) / yanfei(3) / yaoyao(3) / albedo(2) / alhaitham(2) / aloy(2) / arlecchino(2) / ayato(2) / baizhu(2) / beidou(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / dahlia(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / emilie(2) / escoffier(2) / eula(2) / flins(2) / freminet(2) / furina(2) / ganyu(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / jean(2) / kaeya(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / kukishinobu(2) / lanyan(2) / lauma(2) / layla(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mizuki(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / ororon(2) / qiqi(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / sigewinne(2) / skirk(2) / sucrose(2) / thoma(2) / tighnari(2) / varesa(2) / venti(2) / wriothesley(2) / xianyun(2) / xilonen(2) / xinyan(2) / yelan(2) / yoimiya(2) / yunjin(2) / geotraveler(1),freedomsworn(6) / sacrificialsword(5) / ironsting(4) / favoniussword(3) / skywardblade(3) / mistsplitterreforged(2) / primordialjadecutter(2) / xiphosmoonlight(2) / amenomakageuchi(1) / aquilafavonia(1) / crimsonmoonssemblance(1) / darkironsword(1) / elegyfortheend(1) / festeringdesire(1) / harbingerofdawn(1) / keyofkhajnisut(1) / lionsroar(1) / prototyperancour(1) / sacrificialbow(1) / splendoroftranquilwaters(1) / summitshaper(1),viridescentvenerer(7) / gildeddreams(3) / emblemofseveredfate(2) / instructor(2) / noblesseoblige(2) / scrolloftheheroofcindercity(2) / deepwoodmemories(1) / fragmentofharmonicwhimsy(1) / gladiatorsfinale(1) / goldentroupe(1) / obsidiancodex(1) / shimenawasreminiscence(1) / wandererstroupe(1)
dendrotraveler,bennett(5) / dendrotraveler(5) / keqing(4) / kokomi(4) / nilou(4) / raiden(4) / razor(4) / xingqiu(4) / albedo(3) / alhaitham(3) / ayaka(3) / fischl(3) / gaming(3) / kazuha(3) / nahida(3) / tighnari(3) / wanderer(3) / xiangling(3) / yelan(3) / zhongli(3) / aloy(2) / ayato(2) / baizhu(2) / collei(2) / cyno(2) / diluc(2) / diona(2) / furina(2) / ganyu(2) / hutao(2) / jean(2) / kaeya(2) / kukishinobu(2) / lyney(2) / neuvillette(2) / shenhe(2) / sucrose(2) / tartaglia(2) / thoma(2) / venti(2) / yaemiko(2) / amber(1) / arlecchino(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / lynette(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / sigewinne(1) / skirk(1) / varesa(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),freedomsworn(7) / favoniussword(5) / sacrificialsword(5) / ironsting(4) / sapwoodblade(3) / elegyfortheend(2) / harbingerofdawn(2) / keyofkhajnisut(2) / mistsplitterreforged(2) / prototyperancour(2) / sacrificialfragments(2) / skywardblade(2) / theblackspoon(2) / xiphosmoonlight(2) / absolution(1) / amenomakageuchi(1) / aquilafavonia(1) / athousandfloatingdreams(1) / blackclifflongsword(1) / blacktassel(1) / cinnabarspindle(1) / dullblade(1) / engulfinglightning(1) / everlastingmoonglow(1) / favoniuswarbow(1) / festeringdesire(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / lightoffoliarincision(1) / primordialjadecutter(1) / royallongsword(1) / sacrificialbow(1) / skywardharp(1) / solarpearl(1) / staffofhoma(1) / staffofthescarletsands(1) / summitshaper(1) / thealleyflash(1) / thecatch(1) / theflute(1) / thestringless(1) / thewidsith(1),deepwoodmemories(6) / gildeddreams(6) / emblemofseveredfate(4) / noblesseoblige(4) / theexile(3) / instructor(2) / oceanhuedclam(2) / tenacityofthemillelith(2) / fragmentofharmonicwhimsy(1) / gladiatorsfinale(1) / obsidiancodex(1) / scrolloftheheroofcindercity(1) / thunderingfury(1) / vourukashasglow(1)
electrotraveler,xiao(4) / clorinde(3) / eula(3) / gaming(3) / kazuha(3) / nahida(3) / yoimiya(3) / albedo(2) / alhaitham(2) / aloy(2) / amber(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / bennett(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / chongyun(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / electrotraveler(2) / emilie(2) / faruzan(2) / fischl(2) / freminet(2) / furina(2) / ganyu(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / jean(2) / kaeya(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / kukishinobu(2) / layla(2) / lisa(2) / lynette(2) / lyney(2) / mika(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / qiqi(2) / raiden(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / shenhe(2) / sigewinne(2) / sucrose(2) / thoma(2) / tighnari(2) / venti(2) / wanderer(2) / wriothesley(2) / xiangling(2) / xianyun(2) / xilonen(2) / xingqiu(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yelan(2) / yunjin(2) / zhongli(2) / chasca(1) / citlali(1) / dahlia(1) / escoffier(1) / flins(1) / ineffa(1) / lanyan(1) / lauma(1) / mavuika(1) / mizuki(1) / ororon(1) / skirk(1) / tartaglia(1) / varesa(1),favoniussword(4) / freedomsworn(3) / sacrificialsword(2) / skywardblade(2) / absolution(1) / athousandfloatingdreams(1) / elegyfortheend(1) / festeringdesire(1) / splendoroftranquilwaters(1) / staffofthescarletsands(1),emblemofseveredfate(3) / instructor(2) / noblesseoblige(2) / deepwoodmemories(1) / fragmentofharmonicwhimsy(1) / gildeddreams(1) / goldentroupe(1) / scrolloftheheroofcindercity(1) / theexile(1) / viridescentvenerer(1)
geotraveler,zhongli(5) / bennett(4) / geotraveler(4) / hutao(4) / xiao(4) / xingqiu(4) / albedo(3) / fischl(3) / gaming(3) / jean(3) / kaeya(3) / klee(3) / noelle(3) / xiangling(3) / beidou(2) / diluc(2) / faruzan(2) / gorou(2) / itto(2) / kazuha(2) / lisa(2) / navia(2) / ningguang(2) / raiden(2) / rosaria(2) / sara(2) / sucrose(2) / yunjin(2) / alhaitham(1) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / freminet(1) / furina(1) / ganyu(1) / heizou(1) / ineffa(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lauma(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / nahida(1) / neuvillette(1) / nilou(1) / ororon(1) / qiqi(1) / razor(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / thoma(1) / tighnari(1) / varesa(1) / venti(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yelan(1) / yoimiya(1),mistsplitterreforged(5) / favoniussword(4) / skywardblade(4) / amenomakageuchi(3) / fleuvecendreferryman(3) / primordialjadecutter(3) / aquilafavonia(2) / festeringdesire(2) / finaleofthedeep(2) / harangeppakufutsu(2) / harbingerofdawn(2) / prototyperancour(2) / sacrificialsword(2) / summitshaper(2) / absolution(1) / blackclifflongsword(1) / cinnabarspindle(1) / crimsonmoonssemblance(1) / favoniuswarbow(1) / footprintoftherainbow(1) / freedomsworn(1) / ironsting(1) / kagotsurubeisshin(1) / lightoffoliarincision(1) / peakpatrolsong(1) / royallongsword(1) / rust(1) / sapwoodblade(1) / splendoroftranquilwaters(1) / staffofhoma(1) / thealleyflash(1) / theblackspoon(1) / theflute(1) / urakumisugiri(1),noblesseoblige(5) / archaicpetra(4) / emblemofseveredfate(3) / goldentroupe(2) / nighttimewhispersintheechoingwoods(2) / scrolloftheheroofcindercity(2) / tenacityofthemillelith(2) / deepwoodmemories(1) / echoesofanoffering(1) / fragmentofharmonicwhimsy(1) / gladiatorsfinale(1) / huskofopulentdreams(1) / instructor(1) / lavawalker(1) / obsidiancodex(1) / theexile(1) / thundersoother(1) / vermillionhereafter(1) / viridescentvenerer(1)
hydrotraveler,barbara(6) / bennett(6) / kazuha(6) / nahida(6) / gaming(5) / kokomi(5) / nilou(5) / xingqiu(5) / yelan(5) / venti(4) / xiangling(4) / yaoyao(4) / zhongli(4) / ayaka(3) / baizhu(3) / collei(3) / dehya(3) / diona(3) / fischl(3) / furina(3) / ganyu(3) / kaeya(3) / mona(3) / raiden(3) / shenhe(3) / sucrose(3) / alhaitham(2) / amber(2) / ayato(2) / beidou(2) / hutao(2) / hydrotraveler(2) / kukishinobu(2) / neuvillette(2) / rosaria(2) / sigewinne(2) / yunjin(2) / albedo(1) / aloy(1) / arlecchino(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / skirk(1) / tartaglia(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yoimiya(1),keyofkhajnisut(4) / primordialjadecutter(4) / sacrificialsword(4) / favoniussword(3) / finaleofthedeep(3) / fleuvecendreferryman(3) / mistsplitterreforged(3) / absolution(2) / amenomakageuchi(2) / festeringdesire(2) / freedomsworn(2) / harangeppakufutsu(2) / ironsting(2) / lightoffoliarincision(2) / skywardblade(2) / splendoroftranquilwaters(2) / urakumisugiri(2) / xiphosmoonlight(2) / aquilafavonia(1) / athousandfloatingdreams(1) / darkironsword(1) / engulfinglightning(1) / harbingerofdawn(1) / jadefallssplendor(1) / peakpatrolsong(1) / prototypeamber(1) / prototyperancour(1) / staffofthescarletsands(1) / summitshaper(1) / theblackspoon(1),tenacityofthemillelith(5) / goldentroupe(4) / noblesseoblige(4) / deepwoodmemories(3) / emblemofseveredfate(3) / instructor(3) / gildeddreams(2) / gladiatorsfinale(2) / heartofdepth(2) / marechausseehunter(2) / scrolloftheheroofcindercity(2) / blizzardstrayer(1) / echoesofanoffering(1) / flowerofparadiselost(1) / gambler(1) / lavawalker(1) / nymphsdream(1) / obsidiancodex(1) / oceanhuedclam(1) / scholar(1) / thundersoother(1)
pyrotraveler,bennett(8) / emilie(8) / kinich(8) / xilonen(8) / chevreuse(7) / furina(7) / fischl(6) / mavuika(6) / mualani(6) / nahida(6) / thoma(6) / xingqiu(6) / arlecchino(5) / barbara(5) / citlali(5) / collei(5) / gaming(5) / raiden(5) / sucrose(5) / wriothesley(5) / yelan(5) / zhongli(5) / alhaitham(4) / clorinde(4) / dehya(4) / hutao(4) / kazuha(4) / kokomi(4) / neuvillette(4) / ororon(4) / sara(4) / varesa(4) / venti(4) / xiangling(4) / ayato(3) / baizhu(3) / chasca(3) / cyno(3) / kaeya(3) / keqing(3) / layla(3) / lyney(3) / mona(3) / sigewinne(3) / xianyun(3) / yaemiko(3) / yaoyao(3) / yunjin(3) / albedo(2) / ayaka(2) / beidou(2) / candace(2) / charlotte(2) / chiori(2) / chongyun(2) / dahlia(2) / diluc(2) / diona(2) / dori(2) / ganyu(2) / jean(2) / kaveh(2) / kirara(2) / klee(2) / kukishinobu(2) / lisa(2) / lynette(2) / mizuki(2) / navia(2) / sayu(2) / shenhe(2) / skirk(2) / yanfei(2) / aloy(1) / amber(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hydrotraveler(1) / ineffa(1) / itto(1) / lanyan(1) / lauma(1) / mika(1) / nilou(1) / ningguang(1) / noelle(1) / pyrotraveler(1) / qiqi(1) / razor(1) / rosaria(1) / sethos(1) / tartaglia(1) / tighnari(1) / wanderer(1) / xiao(1) / xinyan(1) / yoimiya(1),freedomsworn(7) / favoniussword(6) / festeringdesire(4) / mistsplitterreforged(4) / peakpatrolsong(4) / harangeppakufutsu(3) / ironsting(3) / sacrificialsword(3) / theblackspoon(3) / fleuvecendreferryman(2) / lionsroar(2) / sapwoodblade(2) / skywardblade(2) / xiphosmoonlight(2) / absolution(1) / aquilafavonia(1) / blackclifflongsword(1) / blacktassel(1) / calamityofeshu(1) / elegyfortheend(1) / fangofthemountainking(1) / finaleofthedeep(1) / jadefallssplendor(1) / keyofkhajnisut(1) / lightoffoliarincision(1) / primordialjadecutter(1) / splendoroftranquilwaters(1) / theflute(1) / urakumisugiri(1),scrolloftheheroofcindercity(8) / noblesseoblige(5) / obsidiancodex(5) / tenacityofthemillelith(5) / flowerofparadiselost(3) / gildeddreams(3) / goldentroupe(3) / instructor(3) / deepwoodmemories(2) / emblemofseveredfate(2) / fragmentofharmonicwhimsy(2) / marechausseehunter(2) / unfinishedreverie(2) / viridescentvenerer(2) / archaicpetra(1) / crimsonwitchofflames(1) / echoesofanoffering(1) / lavawalker(1) / nighttimewhispersintheechoingwoods(1) / shimenawasreminiscence(1) / theexile(1) / vermillionhereafter(1)
varesa,varesa(10) / chevreuse(9) / furina(9) / xianyun(9) / bennett(8) / mavuika(7) / gaming(6) / xiangling(6) / xilonen(6) / kazuha(5) / nahida(5) / fischl(4) / sara(4) / baizhu(3) / chiori(3) / clorinde(3) / ineffa(3) / keqing(3) / lanyan(3) / ororon(3) / raiden(3) / albedo(2) / beidou(2) / collei(2) / cyno(2) / dehya(2) / flins(2) / heizou(2) / jean(2) / kirara(2) / kokomi(2) / lisa(2) / lynette(2) / mualani(2) / neuvillette(2) / sayu(2) / sethos(2) / sucrose(2) / wanderer(2) / yaoyao(2) / zhongli(2) / alhaitham(1) / aloy(1) / amber(1) / arlecchino(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chongyun(1) / citlali(1) / dahlia(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / freminet(1) / ganyu(1) / gorou(1) / hutao(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / klee(1) / kukishinobu(1) / lauma(1) / layla(1) / lyney(1) / mika(1) / mizuki(1) / mona(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / shenhe(1) / sigewinne(1) / skirk(1) / thoma(1) / tighnari(1) / venti(1) / wriothesley(1) / xiao(1) / xingqiu(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yelan(1) / yoimiya(1) / yunjin(1),vividnotions(8) / thewidsith(7) / flowingpurity(5) / lostprayertothesacredwinds(5) / cashflowsupervision(3) / cranesechoingcall(3) / athousandfloatingdreams(2) / favoniuslance(2) / favoniussword(2) / kagurasverity(2) / skywardatlas(2) / splendoroftranquilwaters(2) / tomeoftheeternalflow(2) / athousandblazingsuns(1) / balladofthefjords(1) / blackcliffagate(1) / dialoguesofthedesertsages(1) / fangofthemountainking(1) / favoniuscodex(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / freedomsworn(1) / hakushinring(1) / mistsplitterreforged(1) / mouunsmoon(1) / peakpatrolsong(1) / rust(1) / sacrificialfragments(1) / sacrificialsword(1) / serpentspine(1) / skywardharp(1) / solarpearl(1) / thealleyflash(1) / urakumisugiri(1) / wanderingevenstar(1) / xiphosmoonlight(1),obsidiancodex(7) / longnightsoath(5) / scrolloftheheroofcindercity(3) / viridescentvenerer(3) / goldentroupe(2) / noblesseoblige(2) / tenacityofthemillelith(2) / thunderingfury(2) / archaicpetra(1) / deepwoodmemories(1) / emblemofseveredfate(1) / gambler(1) / gildeddreams(1) / gladiatorsfinale(1) / marechausseehunter(1) / shimenawasreminiscence(1) / songofdayspast(1) / wandererstroupe(1)
